,OppPPRFantasyPointsAllowed,PPRSOSRank,OppStandardFantasyPointsAllowed,StandardSOSRank,OppHalfPPRFantasyPointsAllowed,HalfPPRSOSRank,OppRushingFantasyPointsAllowed,RushingSOSRank,OppPassingFantasyPointsAllowed,PassingSOSRank,OppPPRReceivingFantasyPointsAllowed,PPRReceivingSOSRank,OppHalfPPRReceivingFantasyPointsAllowed,HalfPPRReceivingSOSRank,OppStandardReceivingFantasyPointsAllowed,StandardReceivingSOSRank
Detroit Lions,21659.420000000002,17.0,15843.420000000002,14.0,18751.420000000002,15.0,3788.2999999999997,6.0,3616.32,17.0,14254.8,20.0,11346.800000000001,18.0,8438.8,18.0
Denver Broncos,21601.899999999994,16.0,15956.9,16.0,18779.399999999998,16.0,4053.7,26.0,3559.2,13.0,13989.0,14.0,11166.5,13.0,8344.000000000002,14.0
New England Patriots,21583.519999999993,15.0,16030.52,19.0,18807.02,17.0,4005.2999999999993,21.0,3614.9199999999996,16.0,13963.3,12.0,11186.8,15.0,8410.300000000001,17.0
Los Angeles Rams,21552.960000000003,14.0,15841.960000000003,13.0,18697.46,14.0,3965.8999999999996,17.0,3561.1600000000003,14.0,14025.900000000001,16.0,11170.4,14.0,8314.900000000001,13.0
Arizona Cardinals,21432.900000000005,13.0,15849.900000000001,15.0,18641.400000000005,13.0,4065.2000000000003,27.0,3512.2000000000003,11.0,13855.5,9.0,11063.999999999998,10.0,8272.5,11.0
Seattle Seahawks,21429.0,12.0,15777.999999999998,12.0,18603.499999999996,12.0,3813.2999999999997,7.0,3602.2000000000003,15.0,14013.500000000002,15.0,11188.000000000002,16.0,8362.5,15.0
Oakland Raiders,21407.38,11.0,15735.38,11.0,18571.380000000005,11.0,3991.2000000000003,20.0,3497.479999999999,8.0,13918.699999999997,11.0,11082.699999999997,11.0,8246.699999999999,9.0
Houston Texans,21355.72,10.0,15678.72,10.0,18517.219999999998,10.0,3883.9999999999995,14.0,3499.92,10.0,13971.800000000001,13.0,11133.300000000001,12.0,8294.8,12.0
Washington Redskins,21284.56,9.0,15624.56,8.0,18454.56,9.0,3878.7999999999993,13.0,3513.36,12.0,13892.400000000001,10.0,11062.4,9.0,8232.4,8.0
Baltimore Ravens,21102.6,8.0,15667.6,9.0,18385.1,8.0,4075.7999999999997,28.0,3434.8000000000006,6.0,13592.0,6.0,10874.499999999998,6.0,8157.000000000001,6.0
Buffalo Bills,21078.459999999995,7.0,15608.46,7.0,18343.459999999995,7.0,3843.8,9.0,3498.76,9.0,13735.9,7.0,11000.9,7.0,8265.900000000001,10.0
Kansas City Chiefs,21060.7,6.0,15468.699999999999,5.0,18264.7,6.0,3757.9,5.0,3488.7999999999993,7.0,13814.0,8.0,11018.0,8.0,8222.0,7.0
New York Jets,20912.22,5.0,15542.22,6.0,18227.22,5.0,4021.7999999999997,22.0,3420.1200000000003,5.0,13470.3,5.0,10785.299999999997,5.0,8100.3,5.0
Pittsburgh Steelers,20870.139999999996,4.0,15432.14,4.0,18151.14,4.0,4040.3999999999996,24.0,3377.64,4.0,13452.1,4.0,10733.099999999999,4.0,8014.099999999999,4.0
Cincinnati Bengals,20511.779999999995,3.0,15119.779999999999,3.0,17815.78,3.0,3867.3000000000006,12.0,3323.2799999999997,3.0,13321.199999999999,2.0,10625.199999999999,2.0,7929.2,2.0
Cleveland Browns,20418.5,2.0,14976.5,2.0,17697.500000000007,2.0,3734.2999999999997,3.0,3309.2,2.0,13375.000000000002,3.0,10654.000000000002,3.0,7933.0,3.0
Miami Dolphins,20113.34,1.0,14647.34,1.0,17380.34,1.0,3682.0999999999995,2.0,3216.64,1.0,13214.6,1.0,10481.6,1.0,7748.6,1.0
