,OppPPRFantasyPointsAllowed,PPRSOSRank,OppStandardFantasyPointsAllowed,StandardSOSRank,OppHalfPPRFantasyPointsAllowed,HalfPPRSOSRank,OppRushingFantasyPointsAllowed,RushingSOSRank,OppPassingFantasyPointsAllowed,PassingSOSRank,OppPPRReceivingFantasyPointsAllowed,PPRReceivingSOSRank,OppHalfPPRReceivingFantasyPointsAllowed,HalfPPRReceivingSOSRank,OppStandardReceivingFantasyPointsAllowed,StandardReceivingSOSRank
Tampa Bay Buccaneers,19626.9,17.0,14549.899999999998,17.0,17088.4,17.0,3850.4,9.0,3069.0,21.0,12707.5,19.0,10169.0,18.0,7630.5,19.0
Chicago Bears,19599.440000000002,16.0,14560.44,18.0,17079.940000000002,16.0,3929.0000000000005,14.0,3045.8399999999997,18.0,12624.599999999999,16.0,10105.099999999999,16.0,7585.5999999999985,18.0
Minnesota Vikings,19543.28,15.0,14497.279999999999,16.0,17020.280000000002,15.0,4102.5,25.0,2979.0799999999995,12.0,12461.700000000003,12.0,9938.7,12.0,7415.699999999999,14.0
Cleveland Browns,19396.859999999997,14.0,14266.859999999999,14.0,16831.86,14.0,3930.0999999999995,15.0,2935.359999999999,8.0,12531.400000000001,15.0,9966.400000000001,14.0,7401.4,13.0
Jacksonville Jaguars,19331.260000000002,13.0,14189.259999999998,12.0,16760.260000000002,12.0,3795.100000000001,8.0,3021.7599999999998,15.0,12514.400000000001,14.0,9943.400000000001,13.0,7372.399999999999,12.0
New York Giants,19305.360000000004,12.0,14233.36,13.0,16769.36,13.0,3766.8,4.0,3026.16,16.0,12512.4,13.0,9976.4,15.0,7440.4,15.0
Houston Texans,19226.94,11.0,14124.939999999999,9.0,16675.94,10.0,3763.6,3.0,3007.24,14.0,12456.1,11.0,9905.099999999999,11.0,7354.099999999999,10.0
Atlanta Falcons,19195.420000000002,10.0,14163.419999999998,11.0,16679.42,11.0,3899.2999999999997,13.0,2896.3199999999997,6.0,12399.8,9.0,9883.800000000001,10.0,7367.800000000001,11.0
Washington Redskins,19170.52,9.0,14074.52,8.0,16622.52,9.0,3773.6000000000004,6.0,2969.1200000000003,11.0,12427.799999999997,10.0,9879.8,9.0,7331.799999999997,9.0
Pittsburgh Steelers,19092.039999999997,8.0,14138.039999999997,10.0,16615.039999999997,8.0,3974.0,20.0,2885.439999999999,3.0,12232.6,5.0,9755.6,5.0,7278.6,7.0
Cincinnati Bengals,19056.86,7.0,14008.859999999997,7.0,16532.86,7.0,3873.3999999999996,12.0,2847.5599999999995,2.0,12335.900000000001,7.0,9811.900000000001,8.0,7287.9,8.0
Dallas Cowboys,19037.48,6.0,13967.48,6.0,16502.48,6.0,3779.8999999999996,7.0,2963.8800000000006,10.0,12293.699999999999,6.0,9758.699999999999,6.0,7223.7,4.0
Indianapolis Colts,18970.04,5.0,13884.039999999997,3.0,16427.04,3.0,3665.2000000000007,1.0,2954.2400000000002,9.0,12350.599999999999,8.0,9807.599999999999,7.0,7264.599999999999,5.0
Tennessee Titans,18947.239999999998,4.0,13957.24,5.0,16452.239999999998,5.0,3931.6,17.0,2901.0399999999995,7.0,12114.599999999999,2.0,9619.6,1.0,7124.599999999999,1.0
Philadelphia Eagles,18928.260000000002,3.0,13926.259999999998,4.0,16427.260000000002,4.0,3868.4999999999995,10.0,2893.3600000000006,4.0,12166.399999999998,3.0,9665.399999999998,3.0,7164.4,2.0
New Orleans Saints,18788.34,2.0,13860.339999999998,1.0,16324.34,2.0,3762.0000000000005,2.0,2833.24,1.0,12193.1,4.0,9729.1,4.0,7265.1,6.0
Baltimore Ravens,18773.92,1.0,13873.919999999996,2.0,16323.919999999998,1.0,3771.8000000000006,5.0,2894.3199999999993,5.0,12107.8,1.0,9657.8,2.0,7207.799999999999,3.0
