,Tm,PointsAllowed,TotalYardsAllowed,OffensivePlaysAllowed,YardsPerPlay,TO,ForcedFumbles,TotalFirstDownsAllowed,Cmp,PassingAttAllowed,PassingYardsAllowed,PassingTDAllowed,Int,NetYardsAllowedPerPass,PassingFirstDownsAllowed,RushingAttAllowed,RushingYdsAllowed,RushingTDAllowed,YardsPerRushAllowed,RushingFirstDownsAllowed,PenaltiesCommitted,PenaltyYardsAllowed,FirstDownsViaPenalty,PercentageOfDrivesEndingInOffensiveScores,PercentDrivesEndingInTO,PassingFantasyPointsAllowed,PPRReceivingFantasyPointsAllowed,HalfPPRReceivingFantasyPointsAllowed,StandardReceivingFantasyPointsAllowed,RushingFantasyPointsAllowed,PassingDefRank,PPRReceivingDefRank,HalfPPRReceivingDefRank,StandardReceivingDefRank,RushingDefRank,PPRFantasyPointsAllowed,PPRDefRank,HalfPPRFantasyPointsAllowed,HalfPPRDefRank,StandardFantasyPointsAllowed,StandardDefRank
10,Indianapolis Colts,315.0,5296.0,1016.0,5.2,35.0,20.0,315.0,321.0,539.0,3602.0,21.0,15.0,6.3,184.0,447.0,1694.0,14.0,3.8,109.0,118.0,965.0,22.0,,,198.08,807.2,646.7,486.2,213.4,23.0,26.0,25.0,22.0,8.0,1218.68,22.0,1058.18,18.0,897.6800000000001,16.0
11,Atlanta Falcons,315.0,5692.0,1052.0,5.4,38.0,14.0,312.0,281.0,504.0,3373.0,17.0,24.0,6.3,168.0,518.0,2319.0,14.0,4.5,124.0,92.0,761.0,20.0,,,154.92,720.3,579.8,439.3,287.9,8.0,11.0,10.0,12.0,23.0,1163.12,14.0,1022.6199999999999,14.0,882.1199999999999,15.0
12,Green Bay Packers,315.0,4843.0,1018.0,4.8,41.0,21.0,281.0,256.0,474.0,2733.0,12.0,20.0,5.4,136.0,514.0,2110.0,17.0,4.1,130.0,112.0,903.0,15.0,,,117.32,601.3,473.3,345.3,271.0,4.0,4.0,4.0,4.0,17.0,989.6199999999999,6.0,861.62,5.0,733.62,4.0
13,Philadelphia Eagles,319.0,5799.0,1086.0,5.3,44.0,12.0,311.0,309.0,578.0,4147.0,23.0,32.0,6.7,199.0,466.0,1652.0,11.0,3.5,85.0,115.0,897.0,27.0,,,193.88,861.7,707.2,552.7,207.2,21.0,28.0,28.0,28.0,6.0,1262.78,24.0,1108.28,23.0,953.78,22.0
14,Kansas City Chiefs,320.0,5026.0,1042.0,4.8,31.0,13.0,318.0,214.0,410.0,2434.0,12.0,18.0,5.6,136.0,609.0,2592.0,23.0,4.3,162.0,106.0,854.0,20.0,,,109.36,529.4,422.4,315.4,371.2,2.0,1.0,1.0,1.0,28.0,1009.96,7.0,902.96,7.0,795.96,7.0
15,Cincinnati Bengals,329.0,5182.0,1059.0,4.9,36.0,14.0,322.0,283.0,524.0,3134.0,19.0,22.0,5.5,177.0,493.0,2048.0,18.0,4.2,126.0,95.0,873.0,19.0,,,157.36,710.4,568.9,427.4,284.8,11.0,9.0,9.0,9.0,22.0,1152.56,12.0,1011.06,12.0,869.56,13.0
16,Seattle Seahawks,329.0,5639.0,1040.0,5.4,40.0,18.0,321.0,280.0,501.0,3353.0,21.0,22.0,6.3,171.0,509.0,2286.0,14.0,4.5,134.0,111.0,861.0,16.0,,,174.12,741.3,601.3,461.3,276.6,13.0,18.0,19.0,19.0,18.0,1192.02,16.0,1052.02,17.0,912.02,18.0
17,San Diego Chargers,332.0,5418.0,1072.0,5.1,26.0,10.0,335.0,274.0,517.0,3285.0,22.0,16.0,6.0,173.0,521.0,2133.0,15.0,4.1,135.0,74.0,619.0,27.0,,,187.4,734.5,597.5,460.5,283.3,20.0,13.0,16.0,18.0,21.0,1205.2,19.0,1068.2,21.0,931.2,21.0
18,Tampa Bay Buccaneers,350.0,5155.0,1025.0,5.0,33.0,12.0,293.0,304.0,527.0,3604.0,19.0,21.0,6.6,169.0,478.0,1551.0,21.0,3.2,104.0,105.0,872.0,20.0,,,178.16,778.4,626.4,474.4,257.1,18.0,24.0,22.0,21.0,13.0,1213.6599999999999,20.0,1061.6599999999999,20.0,909.66,17.0
19,Denver Broncos,352.0,5471.0,1055.0,5.2,29.0,13.0,316.0,262.0,467.0,2933.0,18.0,16.0,5.8,161.0,552.0,2538.0,21.0,4.6,140.0,116.0,966.0,15.0,,,157.32,663.3,532.3,401.3,353.8,10.0,8.0,7.0,7.0,27.0,1174.42,15.0,1043.42,16.0,912.4200000000001,19.0
20,New York Jets,354.0,5633.0,1038.0,5.4,40.0,16.0,310.0,244.0,476.0,3509.0,28.0,24.0,6.7,162.0,517.0,2124.0,15.0,4.1,123.0,89.0,757.0,25.0,,,204.36,762.9,640.9,518.9,270.4,24.0,20.0,24.0,25.0,16.0,1237.6599999999999,23.0,1115.6599999999999,24.0,993.66,25.0
21,Houston Oilers,365.0,4858.0,985.0,4.9,42.0,20.0,304.0,281.0,512.0,3266.0,22.0,22.0,5.9,170.0,431.0,1592.0,20.0,3.7,94.0,118.0,947.0,40.0,,,174.64,739.6,599.1,458.6,239.2,14.0,16.0,18.0,17.0,10.0,1153.44,13.0,1012.94,13.0,872.44,14.0
22,Los Angeles Raiders,369.0,5379.0,1056.0,5.1,34.0,17.0,310.0,265.0,483.0,3171.0,23.0,17.0,6.1,165.0,533.0,2208.0,17.0,4.1,124.0,94.0,823.0,21.0,,,184.84,720.1,587.6,455.1,288.8,19.0,10.0,13.0,16.0,24.0,1193.74,17.0,1061.24,19.0,928.74,20.0
23,Miami Dolphins,380.0,5781.0,1072.0,5.4,31.0,15.0,359.0,298.0,491.0,3275.0,19.0,16.0,6.4,173.0,557.0,2506.0,22.0,4.5,155.0,103.0,734.0,31.0,,,175.0,739.5,590.5,441.5,352.6,15.0,15.0,14.0,13.0,26.0,1267.1,26.0,1118.1,25.0,969.1,24.0
24,Dallas Cowboys,381.0,5414.0,1023.0,5.3,19.0,9.0,297.0,264.0,523.0,3556.0,30.0,10.0,6.2,180.0,454.0,1858.0,13.0,4.1,93.0,92.0,772.0,24.0,,,242.24,799.6,667.6,535.6,245.8,28.0,25.0,26.0,26.0,11.0,1287.64,27.0,1155.64,27.0,1023.6400000000001,27.0
25,Washington Redskins,387.0,5184.0,982.0,5.3,22.0,8.0,294.0,261.0,497.0,3439.0,24.0,14.0,6.4,153.0,442.0,1745.0,17.0,3.9,113.0,91.0,711.0,28.0,,,205.56,748.9,618.4,487.9,260.5,25.0,19.0,21.0,23.0,15.0,1214.96,21.0,1084.46,22.0,953.96,23.0
26,Phoenix Cardinals,398.0,5169.0,1014.0,5.1,29.0,13.0,301.0,264.0,508.0,3244.0,30.0,16.0,5.9,170.0,467.0,1925.0,19.0,4.1,111.0,103.0,770.0,20.0,,,217.76,768.4,636.4,504.4,280.5,27.0,23.0,23.0,24.0,20.0,1266.6599999999999,25.0,1134.6599999999999,26.0,1002.66,26.0
27,Pittsburgh Steelers,421.0,5805.0,1067.0,5.4,33.0,13.0,319.0,309.0,532.0,3941.0,25.0,20.0,7.2,181.0,516.0,1864.0,20.0,3.6,110.0,79.0,705.0,28.0,,,217.64,853.1,698.6,544.1,280.4,26.0,27.0,27.0,27.0,19.0,1351.1399999999999,28.0,1196.6399999999999,28.0,1042.1399999999999,28.0
