,Tm,PointsAllowed,TotalYardsAllowed,OffensivePlaysAllowed,YardsPerPlay,TO,ForcedFumbles,TotalFirstDownsAllowed,Cmp,PassingAttAllowed,PassingYardsAllowed,PassingTDAllowed,Int,NetYardsAllowedPerPass,PassingFirstDownsAllowed,RushingAttAllowed,RushingYdsAllowed,RushingTDAllowed,YardsPerRushAllowed,RushingFirstDownsAllowed,PenaltiesCommitted,PenaltyYardsAllowed,FirstDownsViaPenalty,PercentageOfDrivesEndingInOffensiveScores,PercentDrivesEndingInTO,EXP,PassingFantasyPointsAllowed,PPRReceivingFantasyPointsAllowed,HalfPPRReceivingFantasyPointsAllowed,StandardReceivingFantasyPointsAllowed,RushingFantasyPointsAllowed,PassingDefRank,PPRReceivingDefRank,HalfPPRReceivingDefRank,StandardReceivingDefRank,RushingDefRank,PPRFantasyPointsAllowed,PPRDefRank,HalfPPRFantasyPointsAllowed,HalfPPRDefRank,StandardFantasyPointsAllowed,StandardDefRank
10,Washington Redskins,310.0,4884.0,1026.0,4.8,24.0,10.0,291.0,351.0,602.0,3424.0,20.0,14.0,5.4,174.0,391.0,1460.0,10.0,3.7,89.0,88.0,684.0,28.0,29.5,12.4,168.44,188.96,813.4,637.9,462.4,186.0,15.0,20.0,18.0,15.0,6.0,1188.3600000000001,14.0,1012.86,13.0,837.36,11.0
11,Minnesota Vikings,311.0,5410.0,1063.0,5.1,31.0,16.0,305.0,415.0,646.0,4225.0,22.0,15.0,6.2,222.0,379.0,1185.0,7.0,3.1,67.0,110.0,763.0,16.0,29.7,16.1,155.63,227.0,969.5,762.0,554.5,128.5,29.0,31.0,31.0,30.0,1.0,1325.0,26.0,1117.5,21.0,910.0,18.0
12,Dallas Cowboys,325.0,4922.0,1008.0,4.9,29.0,10.0,304.0,342.0,581.0,3409.0,19.0,19.0,5.4,195.0,381.0,1513.0,12.0,4.0,86.0,85.0,785.0,23.0,30.8,14.8,132.11,174.36,796.9,625.9,454.9,203.3,9.0,16.0,15.0,11.0,13.0,1174.56,13.0,1003.56,11.0,832.56,9.0
13,Kansas City Chiefs,335.0,5111.0,980.0,5.2,22.0,8.0,278.0,276.0,462.0,3022.0,17.0,14.0,6.1,156.0,481.0,2089.0,11.0,4.3,104.0,95.0,695.0,18.0,32.1,10.9,159.13,160.88,680.2,542.2,404.2,258.9,6.0,3.0,3.0,3.0,24.0,1099.98,4.0,961.98,5.0,823.98,8.0
14,Carolina Panthers,347.0,5197.0,1032.0,5.0,30.0,16.0,302.0,337.0,537.0,3426.0,22.0,14.0,6.1,174.0,472.0,1771.0,13.0,3.8,100.0,100.0,904.0,28.0,32.3,14.6,151.47,197.04,811.6,643.1,474.6,223.1,19.0,19.0,19.0,17.5,17.0,1231.74,19.0,1063.24,17.0,894.74,16.0
15,Chicago Bears,348.0,5675.0,1036.0,5.5,33.0,17.0,305.0,343.0,541.0,3708.0,19.0,16.0,6.4,185.0,454.0,1967.0,17.0,4.3,100.0,92.0,670.0,20.0,28.5,15.0,137.9,192.32,827.8,656.3,484.8,264.7,16.0,21.0,20.0,20.0,26.0,1284.82,21.0,1113.32,20.0,941.8199999999999,21.0
16,New York Giants,351.0,4880.0,984.0,5.0,25.0,10.0,288.0,306.0,523.0,3317.0,24.0,15.0,5.8,185.0,408.0,1563.0,12.0,3.8,83.0,118.0,874.0,20.0,29.5,12.4,126.48,198.68,781.7,628.7,475.7,208.3,20.0,14.0,16.0,19.0,14.0,1188.68,15.0,1035.68,15.0,882.6800000000001,15.0
17,Buffalo Bills,354.0,5807.0,1047.0,5.5,30.0,12.0,322.0,354.0,567.0,3814.0,19.0,18.0,6.4,203.0,454.0,1993.0,15.0,4.4,104.0,73.0,567.0,15.0,36.0,16.3,103.56,192.56,849.4,672.4,495.4,265.3,17.0,23.0,23.0,21.0,27.0,1307.26,24.0,1130.26,23.0,953.26,23.0
18,New York Jets,355.0,5310.0,1016.0,5.2,21.0,6.0,315.0,289.0,470.0,3154.0,18.0,15.0,6.3,174.0,517.0,2156.0,14.0,4.2,128.0,93.0,761.0,13.0,36.1,12.4,73.38,168.16,712.4,567.9,423.4,287.6,8.0,7.0,6.0,6.0,30.0,1168.1599999999999,11.0,1023.66,14.0,879.16,14.0
19,San Francisco 49ers,364.0,5539.0,1078.0,5.1,22.0,10.0,308.0,345.0,543.0,3643.0,24.0,12.0,6.3,187.0,504.0,1896.0,9.0,3.8,94.0,89.0,661.0,27.0,32.5,10.7,129.48,217.72,853.3,680.8,508.3,223.6,25.0,24.0,24.0,22.0,19.0,1294.62,22.0,1122.12,22.0,949.62,22.0
20,Cleveland Browns,382.0,5753.0,1066.0,5.4,27.0,10.0,335.0,340.0,578.0,3681.0,29.0,17.0,6.1,211.0,460.0,2072.0,8.0,4.5,100.0,80.0,581.0,24.0,36.9,13.4,114.99,229.24,882.1,712.1,542.1,235.2,30.0,27.0,28.0,28.0,21.0,1346.54,29.0,1176.54,30.0,1006.54,29.0
21,Houston Texans,384.0,5507.0,994.0,5.5,25.0,14.0,325.0,361.0,546.0,3682.0,25.0,11.0,6.4,197.0,417.0,1825.0,15.0,4.4,107.0,81.0,614.0,21.0,38.9,12.0,16.97,225.28,879.2,698.7,518.2,244.5,27.0,26.0,26.0,25.0,22.0,1348.98,30.0,1168.48,28.0,987.98,26.0
22,Baltimore Ravens,384.0,4825.0,968.0,5.0,23.0,6.0,258.0,293.0,490.0,3557.0,27.0,17.0,6.8,162.0,446.0,1268.0,9.0,2.8,69.0,84.0,728.0,27.0,37.2,10.7,112.46,216.28,810.7,664.2,517.7,168.8,23.0,18.0,21.0,24.0,3.0,1195.7800000000002,17.0,1049.2800000000002,16.0,902.7800000000001,17.0
23,Cincinnati Bengals,385.0,5580.0,1011.0,5.5,35.0,16.0,313.0,353.0,540.0,3687.0,29.0,19.0,6.6,200.0,449.0,1893.0,11.0,4.2,98.0,88.0,712.0,15.0,35.9,18.8,119.7,225.48,895.7,719.2,542.7,223.3,28.0,29.0,29.0,29.0,18.0,1344.48,28.0,1167.98,27.0,991.48,27.0
24,New Orleans Saints,388.0,5570.0,964.0,5.8,23.0,10.0,288.0,327.0,524.0,3924.0,32.0,13.0,7.1,196.0,408.0,1646.0,7.0,4.0,80.0,89.0,685.0,12.0,36.3,12.1,126.75,258.96000000000004,911.4,747.9,584.4,186.6,31.0,30.0,30.0,31.0,7.0,1356.96,31.0,1193.46,31.0,1029.96,31.0
25,Oakland Raiders,398.0,5466.0,952.0,5.7,26.0,8.0,292.0,261.0,439.0,3132.0,17.0,18.0,6.7,156.0,486.0,2334.0,24.0,4.8,121.0,99.0,734.0,15.0,34.6,12.6,31.69,157.28,676.2,545.7,415.2,361.4,4.0,1.0,4.0,5.0,32.0,1194.88,16.0,1064.38,18.0,933.8799999999999,19.0
26,Arizona Cardinals,399.0,5283.0,1013.0,5.2,29.0,11.0,298.0,361.0,570.0,3716.0,26.0,18.0,6.1,185.0,407.0,1567.0,13.0,3.9,90.0,118.0,881.0,23.0,34.9,14.6,135.56,216.64,888.6,708.1,527.6,212.7,24.0,28.0,27.0,27.0,16.0,1317.94,25.0,1137.44,25.0,956.94,24.0
27,Denver Broncos,409.0,5376.0,992.0,5.4,30.0,16.0,306.0,279.0,458.0,3094.0,25.0,14.0,6.3,168.0,501.0,2282.0,14.0,4.6,119.0,82.0,628.0,19.0,37.5,16.5,48.0,195.76,738.4,598.9,459.4,280.2,18.0,8.0,9.0,12.0,29.0,1214.36,18.0,1074.86,19.0,935.3599999999999,20.0
28,Atlanta Falcons,414.0,5688.0,1042.0,5.5,28.0,12.0,320.0,336.0,536.0,3655.0,27.0,16.0,6.5,190.0,481.0,2033.0,12.0,4.2,105.0,91.0,808.0,25.0,35.8,13.4,51.1,222.2,863.5,695.5,527.5,251.3,26.0,25.0,25.0,26.0,23.0,1337.0,27.0,1169.0,29.0,1001.0,28.0
29,Miami Dolphins,437.0,5475.0,983.0,5.6,22.0,8.0,318.0,242.0,409.0,3019.0,28.0,14.0,6.9,165.0,544.0,2456.0,18.0,4.5,129.0,73.0,604.0,24.0,42.5,11.5,50.67,204.76,711.9,590.9,469.9,337.6,21.0,6.0,7.0,16.0,31.0,1254.26,20.0,1133.26,24.0,1012.26,30.0
30,St. Louis Rams,438.0,5457.0,999.0,5.5,27.0,9.0,316.0,318.0,523.0,3613.0,25.0,18.0,6.5,190.0,445.0,1844.0,16.0,4.1,105.0,95.0,732.0,21.0,39.8,13.1,47.86,208.52,829.3,670.3,511.3,262.4,22.0,22.0,22.0,23.0,25.0,1300.2199999999998,23.0,1141.2199999999998,26.0,982.22,25.0
31,Detroit Lions,444.0,6042.0,1087.0,5.6,35.0,18.0,363.0,422.0,602.0,4131.0,32.0,17.0,6.5,221.0,448.0,1911.0,19.0,4.3,116.0,113.0,897.0,26.0,35.2,18.1,87.68,259.24,1027.1,816.1,605.1,269.1,32.0,32.0,32.0,32.0,28.0,1555.44,32.0,1344.44,32.0,1133.44,32.0
