,Tm,PointsAllowed,TotalYardsAllowed,OffensivePlaysAllowed,YardsPerPlay,TO,ForcedFumbles,TotalFirstDownsAllowed,Cmp,PassingAttAllowed,PassingYardsAllowed,PassingTDAllowed,Int,NetYardsAllowedPerPass,PassingFirstDownsAllowed,RushingAttAllowed,RushingYdsAllowed,RushingTDAllowed,YardsPerRushAllowed,RushingFirstDownsAllowed,PenaltiesCommitted,PenaltyYardsAllowed,FirstDownsViaPenalty,PercentageOfDrivesEndingInOffensiveScores,PercentDrivesEndingInTO,PassingFantasyPointsAllowed,PPRReceivingFantasyPointsAllowed,HalfPPRReceivingFantasyPointsAllowed,StandardReceivingFantasyPointsAllowed,RushingFantasyPointsAllowed,PassingDefRank,PPRReceivingDefRank,HalfPPRReceivingDefRank,StandardReceivingDefRank,RushingDefRank,PPRFantasyPointsAllowed,PPRDefRank,HalfPPRFantasyPointsAllowed,HalfPPRDefRank,StandardFantasyPointsAllowed,StandardDefRank
10,Minnesota Vikings,252.0,3701.0,806.0,4.6,40.0,14.0,200.0,169.0,331.0,1699.0,13.0,26.0,4.8,82.0,454.0,2002.0,13.0,4.4,103.0,47.0,490.0,15.0,,,67.96,416.9,332.4,247.9,250.2,3.0,5.0,5.0,5.0,14.0,735.06,6.0,650.56,6.0,566.06,6.0
11,Baltimore Colts,252.0,4312.0,853.0,5.1,36.0,13.0,233.0,178.0,313.0,2323.0,15.0,23.0,6.9,109.0,515.0,1989.0,15.0,3.9,111.0,84.0,826.0,13.0,,,106.92,500.3,411.3,322.3,262.9,11.0,15.0,15.0,15.0,17.0,870.12,16.0,781.12,16.0,692.12,16.0
12,Kansas City Chiefs,254.0,4027.0,853.0,4.7,43.0,19.0,227.0,186.0,368.0,2222.0,17.0,24.0,5.6,116.0,453.0,1805.0,12.0,4.0,93.0,66.0,643.0,18.0,,,108.88,510.2,417.2,324.2,214.5,13.5,16.0,16.0,16.0,9.0,833.5799999999999,13.0,740.5799999999999,13.0,647.5799999999999,13.0
13,Atlanta Falcons,274.0,3767.0,829.0,4.5,33.0,15.0,221.0,137.0,301.0,1704.0,13.0,18.0,5.2,83.0,504.0,2063.0,16.0,4.1,122.0,61.0,555.0,16.0,,,84.16,385.4,316.9,248.4,272.3,7.0,1.0,1.0,6.0,18.0,741.86,7.0,673.36,7.0,604.86,8.0
14,Chicago Bears,275.0,3923.0,841.0,4.7,35.0,14.0,224.0,180.0,342.0,2172.0,16.0,21.0,6.0,108.0,476.0,1751.0,11.0,3.7,96.0,69.0,644.0,20.0,,,108.88,493.2,403.2,313.2,213.1,13.5,14.0,14.0,14.0,8.0,815.1800000000001,12.0,725.1800000000001,12.0,635.1800000000001,11.0
15,Los Angeles Rams,286.0,3907.0,843.0,4.6,27.0,11.0,235.0,181.0,363.0,2145.0,20.0,16.0,5.3,110.0,438.0,1762.0,9.0,4.0,101.0,60.0,553.0,24.0,,,133.8,515.5,425.0,334.5,208.2,20.0,17.0,17.0,20.0,6.0,857.5,14.0,767.0,14.0,676.5,14.0
16,Detroit Lions,290.0,4208.0,824.0,5.1,27.0,15.0,239.0,171.0,312.0,2004.0,18.0,12.0,6.0,103.0,491.0,2204.0,14.0,4.5,126.0,86.0,703.0,10.0,,,128.16,479.4,393.9,308.4,274.4,18.0,13.0,13.0,12.0,20.0,881.9599999999999,17.0,796.4599999999999,17.0,710.9599999999999,19.0
17,St. Louis Cardinals,303.0,4739.0,935.0,5.1,27.0,16.0,276.0,221.0,365.0,2550.0,15.0,11.0,6.6,138.0,548.0,2189.0,11.0,4.0,119.0,68.0,645.0,19.0,,,140.0,566.0,455.5,345.0,252.89999999999998,22.0,24.0,23.0,21.0,15.0,958.9,22.0,848.4,21.0,737.9,20.0
18,New York Jets,324.0,4709.0,866.0,5.4,31.0,12.0,255.0,186.0,363.0,2637.0,18.0,19.0,6.8,118.0,476.0,2072.0,16.0,4.4,121.0,86.0,856.0,16.0,,,139.48000000000002,557.7,464.7,371.7,279.2,21.0,23.0,24.0,25.0,21.0,976.3800000000001,23.0,883.38,23.0,790.38,23.0
19,San Diego Chargers,344.0,3881.0,819.0,4.7,34.0,10.0,244.0,201.0,358.0,2208.0,18.0,24.0,5.8,124.0,435.0,1673.0,18.0,3.8,99.0,75.0,679.0,21.0,,,112.32,529.8,429.3,328.8,255.3,15.0,19.0,19.0,17.0,16.0,897.42,18.0,796.9200000000001,18.0,696.4200000000001,17.0
20,Denver Broncos,350.0,3851.0,877.0,4.4,22.0,12.0,251.0,206.0,397.0,2183.0,19.0,10.0,5.0,123.0,439.0,1668.0,15.0,3.8,102.0,83.0,784.0,26.0,,,143.32,538.3,435.3,332.3,232.8,24.0,21.0,20.0,19.0,13.0,914.42,20.0,811.4200000000001,19.0,708.4200000000001,18.0
21,Philadelphia Eagles,352.0,4738.0,879.0,5.4,27.0,8.0,268.0,175.0,318.0,2472.0,20.0,19.0,7.4,117.0,544.0,2266.0,22.0,4.2,137.0,72.0,637.0,14.0,,,140.88,542.2,454.7,367.2,342.6,23.0,22.0,22.0,24.0,23.0,1025.68,25.0,938.1800000000001,25.0,850.6800000000001,25.0
22,New Orleans Saints,361.0,4491.0,873.0,5.1,27.0,13.0,251.0,213.0,367.0,2402.0,21.0,14.0,6.1,129.0,482.0,2089.0,15.0,4.3,107.0,78.0,711.0,15.0,,,152.07999999999998,579.2,472.7,366.2,272.9,25.0,26.0,25.0,23.0,19.0,1004.1800000000001,24.0,897.68,24.0,791.18,24.0
23,Buffalo Bills,377.0,4192.0,862.0,4.9,31.0,8.0,249.0,131.0,308.0,1951.0,19.0,23.0,5.9,95.0,532.0,2241.0,26.0,4.2,125.0,72.0,685.0,29.0,,,108.04,440.1,374.6,309.1,364.1,12.0,8.0,10.0,13.0,25.0,912.24,19.0,846.74,20.0,781.24,22.0
24,Houston Oilers,380.0,4734.0,894.0,5.3,24.0,18.0,263.0,174.0,324.0,2143.0,12.0,6.0,6.2,100.0,546.0,2591.0,23.0,4.7,147.0,79.0,741.0,16.0,,,121.72,460.3,373.3,286.3,361.1,16.0,9.0,9.0,9.0,24.0,943.1200000000001,21.0,856.1200000000001,22.0,769.1200000000001,21.0
25,New England Patriots,446.0,5250.0,889.0,5.9,24.0,14.0,288.0,175.0,326.0,2533.0,24.0,10.0,7.4,124.0,548.0,2717.0,27.0,5.0,143.0,88.0,862.0,21.0,,,177.32,572.3,484.8,397.3,405.7,26.0,25.0,26.0,26.0,26.0,1155.32,26.0,1067.82,26.0,980.3199999999999,26.0
