,Tm,PointsAllowed,TotalYardsAllowed,OffensivePlaysAllowed,YardsPerPlay,TO,ForcedFumbles,TotalFirstDownsAllowed,Cmp,PassingAttAllowed,PassingYardsAllowed,PassingTDAllowed,Int,NetYardsAllowedPerPass,PassingFirstDownsAllowed,RushingAttAllowed,RushingYdsAllowed,RushingTDAllowed,YardsPerRushAllowed,RushingFirstDownsAllowed,PenaltiesCommitted,PenaltyYardsAllowed,FirstDownsViaPenalty,PercentageOfDrivesEndingInOffensiveScores,PercentDrivesEndingInTO,EXP,PassingFantasyPointsAllowed,PPRReceivingFantasyPointsAllowed,HalfPPRReceivingFantasyPointsAllowed,StandardReceivingFantasyPointsAllowed,RushingFantasyPointsAllowed,PassingDefRank,PPRReceivingDefRank,HalfPPRReceivingDefRank,StandardReceivingDefRank,RushingDefRank,PPRFantasyPointsAllowed,PPRDefRank,HalfPPRFantasyPointsAllowed,HalfPPRDefRank,StandardFantasyPointsAllowed,StandardDefRank
10,Green Bay Packers,307.0,5101.0,1036.0,4.9,32.0,11.0,288.0,326.0,589.0,3400.0,18.0,21.0,5.5,172.0,413.0,1701.0,10.0,4.1,91.0,97.0,767.0,25.0,29.6,15.3,217.43,166.0,774.0,611.0,448.0,208.1,14.0,21.0,20.0,17.0,11.0,1148.1,16.0,985.1,13.0,822.1,11.0
11,Cleveland Browns,322.0,4959.0,994.0,5.0,22.0,7.0,283.0,297.0,502.0,2846.0,13.0,15.0,5.3,160.0,457.0,2113.0,14.0,4.6,100.0,141.0,1095.0,23.0,34.8,11.2,139.5,135.84,659.6,511.1,362.6,281.3,3.0,4.0,3.0,1.0,23.0,1076.74,8.0,928.24,8.0,779.74,8.0
12,Tennessee Titans,324.0,4901.0,926.0,5.3,34.0,13.0,275.0,332.0,546.0,3606.0,20.0,21.0,6.2,167.0,342.0,1295.0,10.0,3.8,79.0,96.0,793.0,29.0,29.8,16.0,202.69,182.24,812.6,646.6,480.6,163.5,20.0,27.0,26.0,25.0,3.0,1158.3400000000001,17.0,992.34,14.0,826.34,13.0
13,New Orleans Saints,326.0,5234.0,997.0,5.2,27.0,13.0,298.0,264.0,485.0,2993.0,20.0,14.0,5.8,165.0,480.0,2241.0,12.0,4.7,109.0,101.0,1012.0,24.0,31.0,13.0,114.7,171.72,683.3,551.3,419.3,270.1,17.0,8.0,9.0,12.0,20.0,1125.12,12.0,993.12,15.0,861.1200000000001,19.0
14,Seattle Seahawks,327.0,5239.0,1069.0,4.9,28.0,12.0,304.0,343.0,573.0,3480.0,24.0,16.0,5.7,183.0,456.0,1759.0,9.0,3.9,93.0,105.0,825.0,28.0,30.9,14.4,134.72,203.2,835.0,663.5,492.0,205.9,26.0,28.0,28.0,27.0,9.0,1244.1,23.0,1072.6,22.0,901.1,21.0
15,Pittsburgh Steelers,327.0,4783.0,968.0,4.9,25.0,11.0,270.0,294.0,484.0,3042.0,20.0,14.0,5.9,155.0,449.0,1741.0,14.0,3.9,89.0,96.0,709.0,26.0,28.2,12.3,186.96,173.68,718.2,571.2,424.2,236.10000000000002,19.0,12.0,13.0,13.0,15.0,1127.98,13.0,980.98,12.0,833.98,14.0
16,St. Louis Rams,328.0,5052.0,964.0,5.2,46.0,22.0,272.0,296.0,510.0,3072.0,23.0,24.0,5.6,164.0,412.0,1980.0,9.0,4.8,92.0,114.0,882.0,16.0,26.3,22.2,218.52,166.88,741.2,593.2,445.2,208.0,15.0,14.0,15.0,16.0,10.0,1116.08,11.0,968.08,11.0,820.0799999999999,10.0
17,Jacksonville Jaguars,331.0,4657.0,976.0,4.8,27.0,12.0,276.0,303.0,510.0,3251.0,23.0,15.0,6.1,172.0,442.0,1406.0,12.0,3.2,84.0,103.0,881.0,20.0,33.0,14.8,113.74,192.04,766.1,614.6,463.1,188.6,24.0,20.0,21.0,21.0,7.0,1146.74,15.0,995.24,16.0,843.74,15.0
18,Kansas City Chiefs,332.0,5707.0,1054.0,5.4,37.0,12.0,322.0,332.0,565.0,3363.0,19.0,25.0,5.6,184.0,453.0,2344.0,18.0,5.2,120.0,95.0,781.0,18.0,29.5,17.4,63.81,160.52,782.3,616.3,450.3,318.4,11.0,23.0,22.0,19.0,30.0,1261.2199999999998,25.0,1095.2199999999998,23.0,929.22,23.0
19,Indianapolis Colts,336.0,4789.0,913.0,5.2,30.0,15.0,279.0,277.0,445.0,2809.0,18.0,15.0,5.9,138.0,437.0,1980.0,19.0,4.5,117.0,123.0,1005.0,24.0,30.1,14.8,125.64,154.36,665.9,527.4,388.9,282.0,8.0,6.0,7.0,7.0,24.0,1102.26,10.0,963.76,10.0,825.26,12.0
20,San Francisco 49ers,337.0,4928.0,976.0,5.0,37.0,14.0,292.0,310.0,514.0,3238.0,25.0,23.0,5.8,165.0,420.0,1690.0,13.0,4.0,99.0,78.0,720.0,28.0,29.4,16.6,126.82,183.52,783.8,628.8,473.8,219.0,21.0,24.0,24.0,23.0,14.0,1186.32,19.0,1031.32,20.0,876.3199999999999,20.0
21,Chicago Bears,346.0,4947.0,992.0,5.0,20.0,5.0,289.0,326.0,525.0,3082.0,20.0,15.0,5.7,156.0,449.0,1865.0,13.0,4.2,104.0,93.0,746.0,29.0,34.4,9.7,91.33,173.28,754.2,591.2,428.2,254.5,18.0,17.0,14.0,15.0,18.0,1181.98,18.0,1018.98,18.0,855.98,17.0
22,Minnesota Vikings,353.0,5356.0,955.0,5.6,35.0,7.0,316.0,311.0,531.0,3477.0,17.0,28.0,6.1,186.0,387.0,1879.0,22.0,4.9,94.0,90.0,720.0,36.0,33.7,19.1,135.49,151.08,760.7,605.2,449.7,305.9,6.0,18.0,18.0,18.0,25.0,1217.68,21.0,1062.18,21.0,906.6800000000001,22.0
23,Washington Redskins,372.0,5412.0,1014.0,5.3,30.0,13.0,325.0,285.0,483.0,3195.0,23.0,17.0,6.3,176.0,504.0,2217.0,20.0,4.4,122.0,95.0,835.0,27.0,33.0,14.4,75.77,185.8,742.5,600.0,457.5,315.7,22.0,15.0,17.0,20.0,29.0,1244.0,22.0,1101.5,25.0,959.0,25.0
24,Oakland Raiders,379.0,5904.0,1036.0,5.7,25.0,11.0,317.0,286.0,467.0,3394.0,21.0,14.0,6.9,159.0,544.0,2510.0,21.0,4.6,127.0,115.0,981.0,31.0,35.0,11.5,94.39,191.76,751.4,608.4,465.4,355.0,23.0,16.0,19.0,22.0,32.0,1298.1599999999999,28.0,1155.1599999999999,28.0,1012.16,28.0
25,Detroit Lions,379.0,5360.0,997.0,5.4,28.0,13.0,298.0,331.0,522.0,3578.0,26.0,15.0,6.5,166.0,447.0,1782.0,14.0,4.0,105.0,119.0,953.0,27.0,30.2,13.5,107.2,217.12,844.8,679.3,513.8,236.2,29.0,30.0,29.0,29.0,16.0,1298.12,27.0,1132.62,26.0,967.1199999999999,26.0
26,Houston Texans,380.0,6082.0,1054.0,5.8,22.0,8.0,336.0,297.0,502.0,3712.0,22.0,14.0,7.1,179.0,533.0,2370.0,15.0,4.4,130.0,96.0,767.0,27.0,35.3,11.4,95.46,208.48,800.2,651.7,503.2,311.0,27.0,25.5,27.0,28.0,27.0,1319.68,29.0,1171.18,29.0,1022.6800000000001,29.0
27,Cincinnati Bengals,384.0,5620.0,999.0,5.6,24.0,10.0,320.0,297.0,508.0,3402.0,23.0,14.0,6.3,177.0,461.0,2218.0,18.0,4.8,119.0,108.0,921.0,24.0,38.1,13.3,40.07,200.08,775.2,626.7,478.2,309.8,25.0,22.0,23.0,24.0,26.0,1285.08,26.0,1136.58,27.0,988.0799999999999,27.0
28,New York Giants,387.0,5320.0,1060.0,5.0,22.0,12.0,314.0,309.0,519.0,3412.0,25.0,10.0,6.0,178.0,496.0,1908.0,12.0,3.8,102.0,118.0,983.0,34.0,32.3,10.4,85.37,216.48,800.2,645.7,491.2,238.8,28.0,25.5,25.0,26.0,17.0,1255.48,24.0,1100.98,24.0,946.48,24.0
29,Atlanta Falcons,422.0,6108.0,1043.0,5.9,31.0,16.0,333.0,323.0,508.0,3800.0,28.0,15.0,7.0,187.0,499.0,2308.0,21.0,4.6,122.0,130.0,1001.0,24.0,33.5,14.8,101.03,234.0,871.0,709.5,548.0,324.8,31.0,31.0,31.0,31.0,31.0,1429.8,32.0,1268.3,32.0,1106.8,32.0
30,San Diego Chargers,441.0,5593.0,1072.0,5.2,20.0,7.0,326.0,322.0,524.0,3375.0,36.0,13.0,6.1,178.0,518.0,2218.0,12.0,4.3,124.0,110.0,1006.0,24.0,37.7,9.9,33.08,253.0,875.5,714.5,553.5,279.8,32.0,32.0,32.0,32.0,22.0,1408.3,31.0,1247.3,31.0,1086.3,31.0
31,Arizona Cardinals,452.0,5504.0,993.0,5.5,23.0,10.0,326.0,311.0,497.0,3589.0,29.0,13.0,6.9,184.0,475.0,1915.0,17.0,4.0,120.0,86.0,754.0,22.0,36.8,12.4,-2.1,233.56,843.9,688.4,532.9,273.5,30.0,29.0,30.0,30.0,21.0,1350.96,30.0,1195.46,30.0,1039.96,30.0
