,Tm,PointsAllowed,TotalYardsAllowed,OffensivePlaysAllowed,YardsPerPlay,TO,ForcedFumbles,TotalFirstDownsAllowed,Cmp,PassingAttAllowed,PassingYardsAllowed,PassingTDAllowed,Int,NetYardsAllowedPerPass,PassingFirstDownsAllowed,RushingAttAllowed,RushingYdsAllowed,RushingTDAllowed,YardsPerRushAllowed,RushingFirstDownsAllowed,PenaltiesCommitted,PenaltyYardsAllowed,FirstDownsViaPenalty,PercentageOfDrivesEndingInOffensiveScores,PercentDrivesEndingInTO,PassingFantasyPointsAllowed,PPRReceivingFantasyPointsAllowed,HalfPPRReceivingFantasyPointsAllowed,StandardReceivingFantasyPointsAllowed,RushingFantasyPointsAllowed,PassingDefRank,PPRReceivingDefRank,HalfPPRReceivingDefRank,StandardReceivingDefRank,RushingDefRank,PPRFantasyPointsAllowed,PPRDefRank,HalfPPRFantasyPointsAllowed,HalfPPRDefRank,StandardFantasyPointsAllowed,StandardDefRank
10,Green Bay Packers,319.0,4507.0,980.0,4.6,23.0,10.0,246.0,296.0,540.0,3065.0,23.0,13.0,5.2,166.0,390.0,1442.0,7.0,3.7,67.0,94.0,828.0,13.0,28.8,12.5,188.6,740.5,592.5,444.5,166.2,14.5,14.0,14.0,12.0,3.0,1095.3,7.0,947.3,8.0,799.3,8.0
11,Tennessee Oilers,320.0,5121.0,955.0,5.4,19.0,7.0,279.0,319.0,511.0,3511.0,24.0,12.0,6.5,170.0,414.0,1610.0,9.0,3.9,81.0,93.0,704.0,28.0,33.1,8.0,212.44,814.1,654.6,495.1,201.0,26.0,23.0,24.0,25.0,11.0,1227.54,20.0,1068.04,20.0,908.54,20.0
12,San Francisco 49ers,328.0,5343.0,1012.0,5.3,33.0,12.0,297.0,294.0,566.0,3733.0,25.0,21.0,6.1,178.0,395.0,1610.0,13.0,4.1,91.0,101.0,800.0,28.0,28.5,16.0,207.32,817.3,670.3,523.3,215.0,23.0,24.0,26.0,27.0,15.0,1239.62,22.0,1092.62,25.0,945.6199999999999,25.0
13,New England Patriots,329.0,5182.0,1053.0,4.9,31.0,7.0,305.0,336.0,570.0,3635.0,26.0,24.0,6.0,208.0,447.0,1547.0,8.0,3.5,76.0,104.0,787.0,21.0,32.8,16.4,201.4,855.5,687.5,519.5,188.7,22.0,28.0,27.0,26.0,8.0,1245.6,24.0,1077.6,22.0,909.6,21.0
14,Buffalo Bills,333.0,4691.0,950.0,4.9,31.0,13.0,283.0,294.0,532.0,3198.0,27.0,18.0,5.6,168.0,375.0,1493.0,11.0,4.0,79.0,104.0,836.0,36.0,29.1,14.9,199.92000000000002,775.8,628.8,481.8,189.3,21.0,19.0,19.0,20.0,9.0,1165.02,14.0,1018.02,13.0,871.02,12.0
15,Baltimore Ravens,335.0,5297.0,1050.0,5.0,23.0,6.0,298.0,316.0,539.0,3592.0,20.0,17.0,6.2,180.0,472.0,1705.0,12.0,3.6,90.0,122.0,1013.0,28.0,31.4,11.6,189.68,795.2,637.2,479.2,230.5,16.0,21.0,21.0,18.0,18.0,1215.38,18.0,1057.38,18.0,899.38,17.0
16,Jacksonville Jaguars,338.0,5559.0,1057.0,5.3,30.0,17.0,309.0,325.0,577.0,3559.0,23.0,13.0,5.9,178.0,450.0,2000.0,9.0,4.4,108.0,109.0,953.0,23.0,33.2,15.0,208.36,818.9,656.4,493.9,220.0,24.0,25.0,25.0,24.0,16.0,1247.26,25.0,1084.76,24.0,922.26,23.0
17,San Diego Chargers,342.0,4208.0,991.0,4.2,27.0,7.0,256.0,271.0,530.0,3068.0,21.0,20.0,5.4,149.0,422.0,1140.0,12.0,2.7,72.0,120.0,1005.0,35.0,27.5,12.0,166.72,703.8,568.3,432.8,172.0,8.0,10.0,10.0,9.0,4.0,1042.52,4.0,907.02,4.0,771.52,5.0
18,Philadelphia Eagles,344.0,5136.0,1019.0,5.0,17.0,8.0,286.0,249.0,449.0,2720.0,18.0,9.0,5.5,133.0,528.0,2416.0,18.0,4.6,125.0,113.0,904.0,28.0,30.7,7.8,162.8,629.0,504.5,380.0,333.6,7.0,1.0,2.0,2.0,27.0,1125.4,11.0,1000.9000000000001,12.0,876.4000000000001,14.0
19,Oakland Raiders,356.0,4550.0,1020.0,4.5,35.0,14.0,273.0,291.0,497.0,2876.0,22.0,21.0,5.3,150.0,482.0,1674.0,8.0,3.5,95.0,115.0,921.0,28.0,26.9,14.5,161.04000000000002,710.6,565.1,419.6,187.4,5.0,12.0,8.0,8.0,7.0,1059.04,6.0,913.5400000000001,5.0,768.0400000000001,4.0
20,New Orleans Saints,359.0,5668.0,1053.0,5.4,32.0,11.0,326.0,328.0,539.0,3968.0,24.0,21.0,6.8,208.0,467.0,1700.0,13.0,3.6,86.0,132.0,1164.0,32.0,32.6,16.6,212.72,868.8,704.8,540.8,226.0,27.0,29.0,29.0,29.0,17.0,1307.52,28.0,1143.52,27.0,979.52,27.0
21,Kansas City Chiefs,363.0,4854.0,1010.0,4.8,33.0,20.0,321.0,259.0,479.0,2985.0,17.0,13.0,5.8,146.0,491.0,1869.0,22.0,3.8,119.0,138.0,1292.0,56.0,30.1,14.5,161.4,659.5,530.0,400.5,278.9,6.0,4.0,4.0,5.0,25.0,1099.8,9.0,970.3,9.0,840.8,11.0
22,Chicago Bears,368.0,5103.0,963.0,5.3,28.0,14.0,300.0,292.0,456.0,3228.0,27.0,14.0,6.7,155.0,479.0,1875.0,12.0,3.9,121.0,102.0,852.0,24.0,35.5,13.1,209.12,776.8,630.8,484.8,231.5,25.0,20.0,20.0,21.0,19.0,1217.42,19.0,1071.42,21.0,925.4200000000001,24.0
23,Detroit Lions,378.0,5117.0,1004.0,5.1,21.0,9.0,308.0,284.0,474.0,3015.0,23.0,12.0,5.8,167.0,487.0,2102.0,15.0,4.3,113.0,98.0,791.0,28.0,33.2,10.5,188.6,723.5,581.5,439.5,282.2,14.5,13.0,13.0,11.0,26.0,1194.3,16.0,1052.3,17.0,910.3,22.0
24,St. Louis Rams,378.0,4880.0,1004.0,4.9,23.0,7.0,282.0,256.0,475.0,2831.0,28.0,16.0,5.4,161.0,479.0,2049.0,11.0,4.3,92.0,112.0,915.0,29.0,29.0,11.7,193.24,707.1,579.1,451.1,256.9,19.0,11.0,12.0,14.0,21.0,1157.24,13.0,1029.24,15.0,901.24,18.0
25,Arizona Cardinals,378.0,5265.0,1049.0,5.0,39.0,19.0,321.0,299.0,518.0,3276.0,21.0,20.0,5.9,177.0,492.0,1989.0,18.0,4.0,117.0,114.0,954.0,27.0,32.6,17.6,175.04,752.6,603.1,453.6,268.9,13.0,15.0,15.0,16.0,23.0,1196.54,17.0,1047.04,16.0,897.54,16.0
26,Carolina Panthers,413.0,5842.0,1029.0,5.7,33.0,14.0,315.0,298.0,501.0,3709.0,30.0,19.0,6.9,197.0,491.0,2133.0,14.0,4.3,95.0,110.0,892.0,23.0,39.9,15.5,230.36,848.9,699.9,550.9,269.3,30.0,27.0,28.0,30.0,24.0,1348.56,30.0,1199.56,29.0,1050.56,29.0
27,Washington Redskins,421.0,5354.0,1057.0,5.1,21.0,8.0,303.0,281.0,493.0,2918.0,21.0,13.0,5.5,152.0,531.0,2436.0,24.0,4.6,127.0,95.0,824.0,24.0,36.9,8.7,174.72,698.8,558.3,417.8,371.6,12.0,7.0,6.0,6.0,29.0,1245.12,23.0,1104.62,26.0,964.1200000000001,26.0
28,Indianapolis Colts,444.0,5836.0,1043.0,5.6,19.0,11.0,341.0,275.0,461.0,3266.0,27.0,8.0,6.5,181.0,544.0,2570.0,20.0,4.7,131.0,108.0,917.0,29.0,39.7,10.3,222.64,763.6,626.1,488.6,355.0,29.0,16.0,18.0,23.0,28.0,1341.24,29.0,1203.74,30.0,1066.24,30.0
29,Cincinnati Bengals,452.0,5763.0,992.0,5.8,20.0,7.0,310.0,233.0,406.0,3151.0,23.0,13.0,7.3,152.0,558.0,2612.0,23.0,4.7,142.0,127.0,1012.0,16.0,39.4,10.6,192.04000000000002,686.1,569.6,453.1,385.2,18.0,6.0,11.0,15.0,30.0,1263.3400000000001,27.0,1146.8400000000001,28.0,1030.3400000000001,28.0
