,Tm,PointsAllowed,TotalYardsAllowed,OffensivePlaysAllowed,YardsPerPlay,TO,ForcedFumbles,TotalFirstDownsAllowed,Cmp,PassingAttAllowed,PassingYardsAllowed,PassingTDAllowed,Int,NetYardsAllowedPerPass,PassingFirstDownsAllowed,RushingAttAllowed,RushingYdsAllowed,RushingTDAllowed,YardsPerRushAllowed,RushingFirstDownsAllowed,PenaltiesCommitted,PenaltyYardsAllowed,FirstDownsViaPenalty,PercentageOfDrivesEndingInOffensiveScores,PercentDrivesEndingInTO,PassingFantasyPointsAllowed,PPRReceivingFantasyPointsAllowed,HalfPPRReceivingFantasyPointsAllowed,StandardReceivingFantasyPointsAllowed,RushingFantasyPointsAllowed,PassingDefRank,PPRReceivingDefRank,HalfPPRReceivingDefRank,StandardReceivingDefRank,RushingDefRank,PPRFantasyPointsAllowed,PPRDefRank,HalfPPRFantasyPointsAllowed,HalfPPRDefRank,StandardFantasyPointsAllowed,StandardDefRank
16,Indianapolis Colts,333.0,5221.0,1008.0,5.2,23.0,13.0,304.0,328.0,561.0,3506.0,21.0,10.0,5.8,192.0,406.0,1715.0,12.0,4.2,92.0,130.0,1093.0,20.0,31.7,11.3,204.24,804.6,640.6,476.6,217.5,23.0,20.0,20.0,19.0,17.0,1226.3400000000001,21.0,1062.3400000000001,21.0,898.34,20.0
17,Minnesota Vikings,335.0,5597.0,1065.0,5.3,30.0,18.0,320.0,373.0,606.0,3980.0,20.0,12.0,6.1,213.0,413.0,1617.0,9.0,3.9,83.0,108.0,880.0,24.0,31.4,15.1,215.2,891.0,704.5,518.0,179.7,25.0,30.0,30.0,26.0,11.0,1285.9,24.0,1099.4,23.0,912.9,22.0
18,Miami Dolphins,336.0,4404.0,936.0,4.7,28.0,10.0,252.0,256.0,484.0,2928.0,19.0,18.0,5.6,145.0,413.0,1476.0,6.0,3.6,79.0,80.0,708.0,28.0,28.7,12.8,157.12,662.8,534.8,406.8,163.6,5.0,4.0,3.0,5.0,7.0,983.52,3.0,855.52,4.0,727.52,5.0
19,Green Bay Packers,341.0,5309.0,1040.0,5.1,41.0,15.0,304.0,304.0,538.0,3505.0,20.0,26.0,6.2,177.0,472.0,1804.0,16.0,3.8,103.0,99.0,993.0,24.0,30.1,18.4,168.2,774.5,622.5,470.5,246.39999999999998,11.0,15.0,15.0,18.0,26.0,1189.1,16.0,1037.1,17.0,885.0999999999999,18.0
20,Chicago Bears,341.0,5704.0,1058.0,5.4,33.0,19.0,310.0,354.0,583.0,3822.0,23.0,14.0,6.2,196.0,438.0,1882.0,11.0,4.3,89.0,89.0,720.0,25.0,29.5,14.0,216.88,874.2,697.2,520.2,216.2,26.0,29.0,27.0,27.0,16.0,1307.28,27.0,1130.28,25.0,953.28,24.0
21,Philadelphia Eagles,357.0,5462.0,1124.0,4.9,46.0,18.0,328.0,322.0,568.0,3461.0,22.0,28.0,5.7,171.0,519.0,2001.0,12.0,3.9,125.0,89.0,719.0,32.0,31.8,20.5,170.44,800.1,639.1,478.1,236.10000000000002,13.0,19.0,19.0,20.0,21.0,1206.64,19.0,1045.64,18.0,884.6400000000001,17.0
22,New York Giants,358.0,4981.0,990.0,5.0,24.0,7.0,270.0,295.0,511.0,3421.0,20.0,17.0,6.3,170.0,447.0,1560.0,13.0,3.5,81.0,92.0,750.0,19.0,29.7,12.5,182.84,757.1,609.6,462.1,220.0,17.0,11.0,12.0,12.0,18.0,1159.94,12.0,1012.44,13.0,864.94,14.0
23,Washington Redskins,377.0,5705.0,1068.0,5.3,37.0,13.0,322.0,328.0,589.0,3732.0,23.0,24.0,5.9,193.0,439.0,1973.0,16.0,4.5,107.0,102.0,1137.0,22.0,32.5,18.3,193.28,839.2,675.2,511.2,267.3,21.0,24.0,23.0,24.0,27.0,1299.7800000000002,25.0,1135.7800000000002,26.0,971.78,26.0
24,Atlanta Falcons,380.0,5223.0,995.0,5.2,18.0,6.0,293.0,274.0,468.0,3151.0,20.0,12.0,6.2,149.0,487.0,2072.0,18.0,4.3,111.0,126.0,980.0,33.0,34.6,9.7,182.04000000000002,709.1,572.1,435.1,303.2,16.0,7.0,7.0,9.0,29.0,1194.3400000000001,18.0,1057.3400000000001,20.0,920.34,23.0
25,Carolina Panthers,381.0,5503.0,1042.0,5.3,29.0,14.0,331.0,327.0,557.0,3605.0,26.0,15.0,6.1,189.0,450.0,1898.0,13.0,4.2,115.0,109.0,877.0,27.0,31.5,12.5,218.2,843.5,680.0,516.5,239.8,27.0,25.0,24.0,25.0,23.0,1301.5,26.0,1138.0,27.0,974.5,27.0
26,Arizona Cardinals,382.0,5422.0,1068.0,5.1,27.0,10.0,301.0,294.0,493.0,3157.0,25.0,17.0,6.0,157.0,542.0,2265.0,17.0,4.2,128.0,112.0,938.0,16.0,28.4,12.3,192.28,759.7,612.7,465.7,308.5,20.0,12.0,13.0,17.0,30.0,1260.48,23.0,1113.48,24.0,966.48,25.0
27,New Orleans Saints,434.0,5318.0,966.0,5.5,34.0,15.0,297.0,291.0,489.0,3544.0,34.0,19.0,6.6,170.0,432.0,1774.0,15.0,4.1,105.0,124.0,1006.0,22.0,32.8,16.2,239.76,849.4,703.9,558.4,237.39999999999998,29.0,26.0,29.0,30.0,22.0,1326.56,28.0,1181.06,28.0,1035.56,28.0
28,Cleveland Browns,437.0,6046.0,1158.0,5.2,20.0,12.0,368.0,331.0,523.0,3310.0,17.0,8.0,6.0,187.0,610.0,2736.0,29.0,4.5,161.0,88.0,776.0,20.0,42.0,9.6,184.4,764.0,598.5,433.0,423.6,18.0,13.0,10.0,8.0,31.0,1372.0,30.0,1206.5,29.0,1041.0,29.0
29,San Francisco 49ers,453.0,5687.0,979.0,5.8,20.0,7.0,315.0,317.0,521.0,4068.0,36.0,13.0,7.4,192.0,426.0,1619.0,11.0,3.8,91.0,96.0,760.0,32.0,39.8,9.7,280.72,939.8,781.3,622.8,213.9,31.0,31.0,31.0,31.0,15.0,1434.42,31.0,1275.92,31.0,1117.42,31.0
30,Cincinnati Bengals,460.0,5497.0,1011.0,5.4,27.0,15.0,316.0,312.0,522.0,3798.0,28.0,12.0,6.8,189.0,454.0,1699.0,22.0,3.7,99.0,105.0,835.0,28.0,40.3,12.2,239.92,859.8,703.8,547.8,271.9,30.0,27.0,28.0,29.0,28.0,1371.62,29.0,1215.62,30.0,1059.62,30.0
