,Tm,PointsAllowed,TotalYardsAllowed,OffensivePlaysAllowed,YardsPerPlay,TO,ForcedFumbles,TotalFirstDownsAllowed,Cmp,PassingAttAllowed,PassingYardsAllowed,PassingTDAllowed,Int,NetYardsAllowedPerPass,PassingFirstDownsAllowed,RushingAttAllowed,RushingYdsAllowed,RushingTDAllowed,YardsPerRushAllowed,RushingFirstDownsAllowed,PenaltiesCommitted,PenaltyYardsAllowed,FirstDownsViaPenalty,PercentageOfDrivesEndingInOffensiveScores,PercentDrivesEndingInTO,PassingFantasyPointsAllowed,PPRReceivingFantasyPointsAllowed,HalfPPRReceivingFantasyPointsAllowed,StandardReceivingFantasyPointsAllowed,RushingFantasyPointsAllowed,PassingDefRank,PPRReceivingDefRank,HalfPPRReceivingDefRank,StandardReceivingDefRank,RushingDefRank,PPRFantasyPointsAllowed,PPRDefRank,HalfPPRFantasyPointsAllowed,HalfPPRDefRank,StandardFantasyPointsAllowed,StandardDefRank
10,Indianapolis Colts,301.0,5611.0,1109.0,5.1,36.0,15.0,336.0,322.0,556.0,3534.0,15.0,21.0,5.9,192.0,507.0,2077.0,10.0,4.1,126.0,103.0,772.0,18.0,,,159.36,765.4,604.4,443.4,237.7,10.0,15.0,14.0,10.0,12.0,1162.46,14.0,1001.46,13.0,840.46,11.0
11,New Orleans Saints,301.0,5186.0,997.0,5.2,39.0,18.0,293.0,320.0,577.0,3860.0,23.0,21.0,6.2,198.0,373.0,1326.0,10.0,3.6,79.0,105.0,850.0,16.0,,,204.4,844.0,684.0,524.0,156.6,21.0,25.0,25.0,25.0,2.0,1205.0,17.0,1045.0,16.0,885.0,15.0
12,Washington Redskins,308.0,4915.0,954.0,5.2,42.0,15.0,274.0,277.0,530.0,3571.0,25.0,27.0,6.3,177.0,384.0,1344.0,9.0,3.5,72.0,98.0,796.0,25.0,,,188.84,784.1,645.6,507.1,158.4,17.0,18.0,20.0,21.0,3.0,1131.3400000000001,12.0,992.84,12.0,854.34,12.0
13,Buffalo Bills,317.0,5046.0,1030.0,4.9,36.0,13.0,299.0,255.0,508.0,3206.0,14.0,23.0,5.9,156.0,484.0,1840.0,15.0,3.8,117.0,87.0,616.0,26.0,,,138.24,659.6,532.1,404.6,248.0,5.0,4.0,5.0,5.0,15.5,1045.8400000000001,7.0,918.34,8.0,790.84,8.0
14,Pittsburgh Steelers,326.0,5549.0,1077.0,5.2,42.0,21.0,323.0,290.0,548.0,3541.0,17.0,21.0,6.1,177.0,498.0,2008.0,16.0,4.0,112.0,96.0,785.0,34.0,,,167.64,746.1,601.1,456.1,254.8,11.0,14.0,13.0,13.0,18.0,1168.54,15.0,1023.54,15.0,878.54,14.0
15,Seattle Seahawks,327.0,5215.0,997.0,5.2,22.0,13.0,293.0,252.0,445.0,3097.0,23.0,9.0,6.5,158.0,520.0,2118.0,11.0,4.1,119.0,118.0,809.0,16.0,,,197.88,699.7,573.7,447.7,251.8,19.0,8.0,11.0,12.0,17.0,1149.38,13.0,1023.3800000000001,14.0,897.38,16.0
16,Los Angeles Rams,344.0,5567.0,1023.0,5.4,36.0,15.0,306.0,345.0,577.0,4024.0,24.0,21.0,6.5,181.0,404.0,1543.0,13.0,3.8,101.0,93.0,798.0,24.0,,,214.96,891.4,718.9,546.4,202.3,26.0,28.0,28.0,27.0,9.0,1308.6599999999999,26.0,1136.1599999999999,22.0,963.66,19.0
17,Green Bay Packers,356.0,5347.0,970.0,5.5,40.0,15.0,307.0,302.0,476.0,3339.0,22.0,25.0,6.5,179.0,460.0,2008.0,15.0,4.4,116.0,105.0,851.0,12.0,,,171.56,767.9,616.9,465.9,260.8,13.0,16.0,16.0,14.0,20.0,1200.26,16.0,1049.26,17.0,898.26,17.0
18,Detroit Lions,364.0,5537.0,1064.0,5.2,32.0,16.0,314.0,370.0,570.0,3916.0,19.0,16.0,6.4,189.0,454.0,1621.0,18.0,3.6,98.0,107.0,993.0,27.0,,,200.64,875.6,690.6,505.6,238.10000000000002,20.0,27.0,26.0,20.0,13.0,1314.3400000000001,27.0,1129.3400000000001,20.0,944.34,18.0
19,Phoenix Cardinals,377.0,5877.0,1100.0,5.3,27.0,11.0,329.0,286.0,531.0,3575.0,24.0,16.0,6.4,185.0,539.0,2302.0,12.0,4.3,113.0,106.0,916.0,31.0,,,207.0,787.5,644.5,501.5,280.2,22.0,19.0,19.0,19.0,22.0,1274.7,19.0,1131.7,21.0,988.7,22.0
20,Chicago Bears,377.0,5729.0,1039.0,5.5,38.0,12.0,332.0,307.0,554.0,3832.0,21.0,26.0,6.5,191.0,446.0,1897.0,21.0,4.3,118.0,94.0,802.0,23.0,,,185.28,816.2,662.7,509.2,291.7,16.0,23.0,23.0,22.0,26.0,1293.18,22.0,1139.68,23.0,986.1800000000001,21.0
21,Miami Dolphins,379.0,5696.0,1045.0,5.5,23.0,8.0,337.0,315.0,513.0,3543.0,21.0,15.0,6.4,180.0,493.0,2153.0,19.0,4.4,139.0,106.0,831.0,18.0,,,195.72,795.3,637.8,480.3,313.3,18.0,22.0,18.0,16.0,27.0,1304.32,24.0,1146.82,24.0,989.3199999999999,24.0
22,New England Patriots,391.0,5644.0,975.0,5.8,28.0,12.0,297.0,259.0,449.0,3666.0,27.0,16.0,7.6,176.0,495.0,1978.0,19.0,4.0,110.0,111.0,954.0,11.0,,,222.64,787.6,658.1,528.6,287.8,27.0,20.0,22.0,26.0,24.0,1298.04,23.0,1168.54,27.0,1039.04,27.0
23,Dallas Cowboys,393.0,5556.0,1060.0,5.2,17.0,10.0,321.0,301.0,488.0,3565.0,21.0,7.0,6.9,183.0,543.0,1991.0,17.0,3.7,116.0,102.0,723.0,22.0,,,212.6,783.5,633.0,482.5,281.1,25.0,17.0,17.0,17.0,23.0,1277.2,20.0,1126.7,19.0,976.2,20.0
24,New York Jets,411.0,5994.0,1059.0,5.7,24.0,9.0,328.0,282.0,514.0,3858.0,31.0,15.0,7.1,178.0,517.0,2136.0,16.0,4.1,127.0,90.0,675.0,23.0,,,248.32,853.8,712.8,571.8,291.6,28.0,26.0,27.0,28.0,25.0,1393.72,28.0,1252.72,28.0,1111.72,28.0
25,Houston Oilers,412.0,5211.0,940.0,5.5,37.0,16.0,314.0,269.0,467.0,3542.0,28.0,21.0,7.0,165.0,437.0,1669.0,20.0,3.8,119.0,109.0,903.0,30.0,,,211.68,791.2,656.7,522.2,254.89999999999998,24.0,21.0,21.0,24.0,19.0,1257.78,18.0,1123.28,18.0,988.78,23.0
26,Tampa Bay Buccaneers,419.0,5460.0,1027.0,5.3,39.0,18.0,317.0,301.0,515.0,3437.0,29.0,21.0,6.3,170.0,479.0,2023.0,18.0,4.2,115.0,109.0,869.0,32.0,,,211.48,818.7,668.2,517.7,274.3,23.0,24.0,24.0,23.0,21.0,1304.48,25.0,1153.98,25.0,1003.48,25.0
27,Atlanta Falcons,437.0,6025.0,1040.0,5.8,32.0,12.0,336.0,259.0,437.0,3554.0,19.0,20.0,7.6,163.0,572.0,2471.0,26.0,4.3,156.0,79.0,682.0,17.0,,,178.16,728.4,598.9,469.4,379.1,15.0,11.0,12.0,15.0,28.0,1285.6599999999999,21.0,1156.1599999999999,26.0,1026.6599999999999,26.0
