,Tm,PointsAllowed,TotalYardsAllowed,OffensivePlaysAllowed,YardsPerPlay,TO,ForcedFumbles,TotalFirstDownsAllowed,Cmp,PassingAttAllowed,PassingYardsAllowed,PassingTDAllowed,Int,NetYardsAllowedPerPass,PassingFirstDownsAllowed,RushingAttAllowed,RushingYdsAllowed,RushingTDAllowed,YardsPerRushAllowed,RushingFirstDownsAllowed,PenaltiesCommitted,PenaltyYardsAllowed,FirstDownsViaPenalty,PercentageOfDrivesEndingInOffensiveScores,PercentDrivesEndingInTO,PassingFantasyPointsAllowed,PPRReceivingFantasyPointsAllowed,HalfPPRReceivingFantasyPointsAllowed,StandardReceivingFantasyPointsAllowed,RushingFantasyPointsAllowed,PassingDefRank,PPRReceivingDefRank,HalfPPRReceivingDefRank,StandardReceivingDefRank,RushingDefRank,PPRFantasyPointsAllowed,PPRDefRank,HalfPPRFantasyPointsAllowed,HalfPPRDefRank,StandardFantasyPointsAllowed,StandardDefRank
11,Philadelphia Eagles,312.0,5224.0,1043.0,5.0,36.0,13.0,278.0,260.0,532.0,3235.0,21.0,23.0,5.5,156.0,458.0,1989.0,14.0,4.3,97.0,115.0,884.0,25.0,,,167.4,709.5,579.5,449.5,256.9,13.0,11.0,12.0,14.0,18.0,1133.8,14.0,1003.8,15.0,873.8,16.0
12,Detroit Lions,326.0,5149.0,1028.0,5.0,41.0,19.0,298.0,279.0,468.0,2800.0,14.0,22.0,5.5,148.0,519.0,2349.0,15.0,4.5,134.0,99.0,781.0,16.0,,,124.0,643.0,503.5,364.0,286.9,2.0,5.0,3.0,2.0,23.0,1053.9,4.0,914.4,7.0,774.9,6.0
13,Kansas City Chiefs,326.0,4934.0,1098.0,4.5,49.0,18.0,310.0,303.0,569.0,3195.0,21.0,31.0,5.2,173.0,485.0,1739.0,13.0,3.6,111.0,114.0,965.0,26.0,,,149.8,748.5,597.0,445.5,215.9,7.0,15.0,13.0,13.0,10.0,1114.2,11.0,962.7,9.0,811.2,8.0
14,Denver Broncos,327.0,4947.0,1026.0,4.8,35.0,17.0,291.0,301.0,545.0,3296.0,21.0,18.0,5.5,177.0,432.0,1651.0,13.0,3.8,93.0,127.0,1034.0,21.0,,,179.84,756.6,606.1,455.6,209.1,18.0,16.0,17.0,17.0,9.0,1145.54,15.0,995.04,13.0,844.54,11.0
15,Houston Oilers,329.0,5034.0,1054.0,4.8,32.0,16.0,285.0,228.0,490.0,2999.0,25.0,16.0,5.7,137.0,532.0,2035.0,13.0,3.8,102.0,85.0,674.0,46.0,,,187.95999999999998,677.9,563.9,449.9,249.5,21.0,7.0,9.0,15.0,17.0,1115.36,12.0,1001.3599999999999,14.0,887.3599999999999,19.0
16,Pittsburgh Steelers,336.0,5252.0,1050.0,5.0,33.0,13.0,303.0,311.0,536.0,3380.0,22.0,20.0,5.8,176.0,471.0,1872.0,10.0,4.0,97.0,109.0,904.0,30.0,,,183.2,781.0,625.5,470.0,221.2,19.0,22.0,19.0,18.0,12.0,1185.4,20.0,1029.9,19.0,874.4,17.0
17,Dallas Cowboys,337.0,4985.0,1017.0,4.9,35.0,18.0,286.0,226.0,464.0,2785.0,21.0,17.0,5.4,148.0,500.0,2200.0,17.0,4.4,118.0,91.0,822.0,20.0,,,161.4,630.5,517.5,404.5,286.0,12.0,3.0,5.0,5.0,22.0,1077.9,10.0,964.9,10.0,851.9,13.0
18,Los Angeles Raiders,346.0,4804.0,1003.0,4.8,38.0,12.0,283.0,271.0,501.0,3076.0,21.0,26.0,5.5,168.0,439.0,1728.0,19.0,3.9,85.0,118.0,868.0,30.0,,,155.04000000000002,704.6,569.1,433.6,262.8,10.0,10.0,10.0,10.0,19.0,1122.44,13.0,986.94,12.0,851.44,12.0
19,Buffalo Bills,348.0,5523.0,1071.0,5.2,18.0,8.0,334.0,343.0,570.0,3802.0,21.0,10.0,6.3,204.0,465.0,1721.0,18.0,3.7,100.0,128.0,1098.0,30.0,,,216.08,849.2,677.7,506.2,264.1,25.0,27.0,26.0,24.0,20.0,1329.38,25.0,1157.88,24.0,986.3800000000001,24.0
20,St. Louis Cardinals,351.0,4864.0,1037.0,4.7,22.0,12.0,304.0,215.0,436.0,2637.0,21.0,10.0,5.5,149.0,560.0,2227.0,17.0,4.0,125.0,86.0,682.0,30.0,,,169.48000000000002,604.7,497.2,389.7,300.7,14.0,2.0,2.0,4.0,25.0,1074.88,7.0,967.38,11.0,859.88,14.0
21,New York Jets,386.0,6050.0,1081.0,5.6,38.0,18.0,349.0,348.0,603.0,4389.0,35.0,20.0,7.0,216.0,450.0,1661.0,12.0,3.7,92.0,102.0,795.0,41.0,,,275.56,996.9,822.9,648.9,202.1,28.0,28.0,28.0,28.0,6.0,1474.56,28.0,1300.56,28.0,1126.56,27.0
22,Cincinnati Bengals,394.0,5274.0,1051.0,5.0,28.0,11.0,336.0,278.0,495.0,3152.0,17.0,17.0,5.9,171.0,514.0,2122.0,23.0,4.1,134.0,93.0,840.0,31.0,,,160.07999999999998,695.2,556.2,417.2,328.2,11.0,9.0,8.0,7.0,26.0,1183.48,19.0,1044.48,20.0,905.48,20.0
23,San Diego Chargers,396.0,5366.0,1046.0,5.1,37.0,22.0,308.0,288.0,509.0,3688.0,27.0,15.0,6.5,182.0,475.0,1678.0,14.0,3.5,104.0,108.0,918.0,22.0,,,225.52,818.8,674.8,530.8,207.8,26.0,25.0,25.0,26.0,8.0,1252.12,23.0,1108.12,23.0,964.12,23.0
24,Indianapolis Colts,400.0,5701.0,1051.0,5.4,35.0,19.0,334.0,306.0,510.0,3739.0,28.0,16.0,7.0,185.0,517.0,1962.0,14.0,3.8,123.0,100.0,728.0,26.0,,,229.56,847.9,694.9,541.9,242.2,27.0,26.0,27.0,27.0,15.0,1319.6599999999999,24.0,1166.6599999999999,25.0,1013.66,25.0
25,Miami Dolphins,405.0,6050.0,1058.0,5.7,27.0,14.0,337.0,290.0,485.0,3557.0,22.0,13.0,6.9,177.0,540.0,2493.0,23.0,4.6,144.0,82.0,596.0,16.0,,,204.28,777.7,632.7,487.7,359.3,23.0,20.0,22.0,23.0,27.0,1341.2800000000002,26.0,1196.2800000000002,26.0,1051.28,26.0
26,Green Bay Packers,418.0,5015.0,1041.0,4.8,32.0,12.0,313.0,267.0,448.0,2920.0,31.0,20.0,6.1,151.0,565.0,2095.0,16.0,3.7,135.0,79.0,657.0,27.0,,,200.8,745.0,611.5,478.0,281.5,22.0,13.0,18.0,20.0,21.0,1227.3,22.0,1093.8,22.0,960.3,22.0
27,Tampa Bay Buccaneers,473.0,6333.0,1061.0,6.0,32.0,19.0,362.0,289.0,484.0,3685.0,23.0,13.0,7.3,177.0,558.0,2648.0,31.0,4.7,162.0,116.0,941.0,23.0,,,213.4,795.5,651.0,506.5,412.8,24.0,23.0,24.0,25.0,28.0,1421.7,27.0,1277.2,27.0,1132.7,28.0
