,Tm,PointsAllowed,TotalYardsAllowed,OffensivePlaysAllowed,YardsPerPlay,TO,ForcedFumbles,TotalFirstDownsAllowed,Cmp,PassingAttAllowed,PassingYardsAllowed,PassingTDAllowed,Int,NetYardsAllowedPerPass,PassingFirstDownsAllowed,RushingAttAllowed,RushingYdsAllowed,RushingTDAllowed,YardsPerRushAllowed,RushingFirstDownsAllowed,PenaltiesCommitted,PenaltyYardsAllowed,FirstDownsViaPenalty,PercentageOfDrivesEndingInOffensiveScores,PercentDrivesEndingInTO,PassingFantasyPointsAllowed,PPRReceivingFantasyPointsAllowed,HalfPPRReceivingFantasyPointsAllowed,StandardReceivingFantasyPointsAllowed,RushingFantasyPointsAllowed,PassingDefRank,PPRReceivingDefRank,HalfPPRReceivingDefRank,StandardReceivingDefRank,RushingDefRank,PPRFantasyPointsAllowed,PPRDefRank,HalfPPRFantasyPointsAllowed,HalfPPRDefRank,StandardFantasyPointsAllowed,StandardDefRank
10,San Francisco 49ers,236.0,3964.0,870.0,4.6,40.0,20.0,232.0,178.0,339.0,1931.0,14.0,20.0,5.3,101.0,503.0,2033.0,13.0,4.0,113.0,85.0,830.0,18.0,,,93.24,455.1,366.1,277.1,241.3,8.0,7.0,7.0,7.0,11.0,789.6400000000001,9.0,700.6400000000001,9.0,611.6400000000001,9.0
11,Buffalo Bills,244.0,3489.0,832.0,4.2,31.0,11.0,219.0,146.0,311.0,1611.0,11.0,20.0,4.7,97.0,489.0,1878.0,19.0,3.8,96.0,73.0,597.0,26.0,,,68.44,373.1,300.1,227.1,279.8,2.0,2.0,1.0,1.0,19.0,721.34,3.0,648.34,4.0,575.34,6.0
12,Cincinnati Bengals,259.0,3942.0,892.0,4.4,20.0,11.0,256.0,186.0,359.0,1790.0,13.0,9.0,4.5,109.0,497.0,2152.0,16.0,4.3,127.0,77.0,640.0,20.0,,,105.6,443.0,350.0,257.0,289.2,13.0,4.0,4.0,4.0,22.0,837.8,14.0,744.8,14.0,651.8,14.0
13,New Orleans Saints,263.0,3797.0,853.0,4.5,35.0,19.0,226.0,193.0,369.0,2039.0,17.0,16.0,5.0,105.0,447.0,1758.0,11.0,3.9,104.0,77.0,690.0,17.0,,,117.56,498.9,402.4,305.9,203.8,18.0,15.0,13.0,16.0,7.0,820.26,13.0,723.76,12.0,627.26,12.0
14,Detroit Lions,270.0,4338.0,915.0,4.7,30.0,13.0,270.0,219.0,405.0,2236.0,13.0,17.0,5.2,124.0,486.0,2102.0,17.0,4.3,127.0,71.0,566.0,19.0,,,107.44,520.6,411.1,301.6,286.2,15.0,18.0,18.0,13.0,20.0,914.24,21.0,804.74,18.0,695.24,17.0
15,Atlanta Falcons,271.0,4136.0,960.0,4.3,29.0,12.0,238.0,136.0,302.0,1572.0,13.0,17.0,4.7,85.0,627.0,2564.0,19.0,4.1,140.0,54.0,449.0,13.0,,,80.88,371.2,303.2,235.2,346.4,7.0,1.0,2.0,3.0,26.0,798.48,12.0,730.48,13.0,662.48,15.0
16,Chicago Bears,279.0,3818.0,873.0,4.4,32.0,14.0,231.0,174.0,329.0,2079.0,12.0,18.0,5.9,102.0,519.0,1739.0,17.0,3.4,104.0,74.0,601.0,25.0,,,95.16,453.9,366.9,279.9,247.89999999999998,9.0,6.0,8.0,9.0,13.0,796.9599999999999,11.0,709.9599999999999,11.0,622.9599999999999,11.0
17,Houston Oilers,282.0,4425.0,919.0,4.8,36.0,15.0,268.0,231.0,405.0,2375.0,19.0,21.0,5.3,129.0,474.0,2050.0,15.0,4.3,124.0,94.0,872.0,15.0,,,129.0,582.5,467.0,351.5,265.0,23.0,24.0,24.0,24.0,18.0,976.5,23.0,861.0,23.0,745.5,22.0
18,San Diego Chargers,285.0,4830.0,893.0,5.4,28.0,13.0,272.0,222.0,367.0,2670.0,13.0,15.0,6.9,127.0,508.0,2160.0,21.0,4.3,128.0,80.0,751.0,17.0,,,128.8,567.0,456.0,345.0,316.0,22.0,22.0,22.0,22.0,24.0,1011.8,25.0,900.8,25.0,789.8,25.0
19,New England Patriots,289.0,4067.0,879.0,4.6,38.0,14.0,240.0,210.0,374.0,2480.0,17.0,24.0,6.0,129.0,467.0,1587.0,16.0,3.4,100.0,76.0,642.0,11.0,,,119.2,560.0,455.0,350.0,226.7,19.0,21.0,21.0,23.0,9.0,905.9,17.0,800.9,17.0,695.9,18.0
20,Kansas City Chiefs,293.0,4464.0,936.0,4.8,44.0,16.0,267.0,206.0,408.0,2663.0,22.0,28.0,6.1,141.0,502.0,1801.0,16.0,3.6,107.0,83.0,811.0,19.0,,,138.51999999999998,604.3,501.3,398.3,244.10000000000002,25.0,25.0,25.0,26.0,12.0,986.92,24.0,883.9200000000001,24.0,780.9200000000001,24.0
21,Denver Broncos,294.0,4391.0,945.0,4.6,33.0,11.0,265.0,237.0,426.0,2583.0,14.0,22.0,5.6,135.0,487.0,1808.0,17.0,3.7,109.0,78.0,595.0,21.0,,,115.32,579.3,460.8,342.3,260.8,17.0,23.0,23.0,21.0,15.5,955.42,22.0,836.9200000000001,22.0,718.4200000000001,19.0
22,New York Giants,299.0,4457.0,961.0,4.6,25.0,10.0,291.0,245.0,415.0,2541.0,22.0,15.0,5.8,142.0,521.0,1916.0,15.0,3.7,134.0,80.0,616.0,15.0,,,159.64,631.1,508.6,386.1,261.6,26.0,26.0,26.0,25.0,17.0,1052.3400000000001,26.0,929.84,26.0,807.34,26.0
23,New York Jets,300.0,4297.0,911.0,4.7,26.0,9.0,267.0,186.0,347.0,2057.0,14.0,17.0,5.5,112.0,539.0,2240.0,20.0,4.2,132.0,78.0,684.0,23.0,,,104.28,475.7,382.7,289.7,326.0,12.0,11.0,10.0,11.0,25.0,905.98,18.0,812.98,19.0,719.98,20.0
24,Baltimore Colts,329.0,4126.0,849.0,4.9,24.0,14.0,237.0,180.0,312.0,2165.0,16.0,10.0,6.5,101.0,516.0,1961.0,20.0,3.8,120.0,75.0,737.0,16.0,,,130.6,492.5,402.5,312.5,288.1,24.0,14.0,14.0,18.0,21.0,911.2,20.0,821.2,20.0,731.2,21.0
25,Cleveland Browns,344.0,4440.0,891.0,5.0,40.0,16.0,247.0,139.0,308.0,2025.0,22.0,24.0,6.0,95.0,555.0,2415.0,17.0,4.4,126.0,81.0,731.0,26.0,,,121.0,473.5,404.0,334.5,311.5,20.0,10.0,17.0,20.0,23.0,906.0,19.0,836.5,21.0,767.0,23.0
