,Tm,PointsAllowed,TotalYardsAllowed,OffensivePlaysAllowed,YardsPerPlay,TO,ForcedFumbles,TotalFirstDownsAllowed,Cmp,PassingAttAllowed,PassingYardsAllowed,PassingTDAllowed,Int,NetYardsAllowedPerPass,PassingFirstDownsAllowed,RushingAttAllowed,RushingYdsAllowed,RushingTDAllowed,YardsPerRushAllowed,RushingFirstDownsAllowed,PenaltiesCommitted,PenaltyYardsAllowed,FirstDownsViaPenalty,PercentageOfDrivesEndingInOffensiveScores,PercentDrivesEndingInTO,PassingFantasyPointsAllowed,PPRReceivingFantasyPointsAllowed,HalfPPRReceivingFantasyPointsAllowed,StandardReceivingFantasyPointsAllowed,RushingFantasyPointsAllowed,PassingDefRank,PPRReceivingDefRank,HalfPPRReceivingDefRank,StandardReceivingDefRank,RushingDefRank,PPRFantasyPointsAllowed,PPRDefRank,HalfPPRFantasyPointsAllowed,HalfPPRDefRank,StandardFantasyPointsAllowed,StandardDefRank
17,New England Patriots,352.0,5100.0,1066.0,4.8,25.0,8.0,311.0,283.0,513.0,3214.0,25.0,17.0,5.7,182.0,498.0,1886.0,11.0,3.8,109.0,87.0,773.0,20.0,,,194.56,754.4,612.9,471.4,238.6,20.0,17.0,17.0,16.0,13.0,1187.56,15.0,1046.06,17.0,904.56,17.0
18,New Orleans Saints,361.0,4914.0,1026.0,4.8,23.0,10.0,298.0,239.0,422.0,2453.0,23.0,13.0,5.1,142.0,549.0,2461.0,13.0,4.5,134.0,119.0,1025.0,22.0,,,164.12,622.3,502.8,383.3,304.1,12.0,3.0,3.0,3.0,25.0,1090.52,7.0,971.02,8.0,851.52,11.0
19,New York Jets,364.0,5566.0,1052.0,5.3,33.0,18.0,341.0,312.0,511.0,3502.0,24.0,15.0,6.3,198.0,497.0,2064.0,16.0,4.2,117.0,87.0,723.0,26.0,,,206.08,806.2,650.2,494.2,266.4,21.0,20.0,21.0,21.0,16.0,1278.68,22.0,1122.68,22.0,966.6800000000001,21.0
20,Tampa Bay Buccaneers,380.0,5474.0,1033.0,5.3,32.0,14.0,311.0,286.0,490.0,3241.0,20.0,18.0,6.2,157.0,511.0,2233.0,27.0,4.4,139.0,136.0,1078.0,15.0,,,173.64,730.1,587.1,444.1,357.3,15.0,12.0,11.0,12.0,27.0,1261.04,21.0,1118.04,21.0,975.0400000000001,22.0
21,Atlanta Falcons,382.0,5279.0,1019.0,5.2,32.0,20.0,317.0,262.0,443.0,3126.0,27.0,12.0,6.5,162.0,538.0,2153.0,16.0,4.0,131.0,93.0,820.0,24.0,,,209.04000000000002,736.6,605.6,474.6,271.3,23.0,14.0,16.0,18.5,20.0,1216.94,18.0,1085.94,19.0,954.94,20.0
22,Detroit Lions,408.0,5319.0,1022.0,5.2,25.0,11.0,328.0,288.0,466.0,3511.0,27.0,14.0,7.0,177.0,519.0,1808.0,17.0,3.5,120.0,107.0,978.0,31.0,,,220.44,801.1,657.1,513.1,260.8,24.0,19.0,22.0,23.0,15.0,1282.3400000000001,23.0,1138.3400000000001,23.0,994.34,23.0
23,San Diego Chargers,413.0,5936.0,1021.0,5.8,36.0,17.0,322.0,323.0,531.0,4085.0,27.0,19.0,7.2,189.0,457.0,1851.0,23.0,4.1,109.0,108.0,905.0,24.0,,,233.4,893.5,732.0,570.5,289.1,26.0,27.0,27.0,27.0,24.0,1416.0,27.0,1254.5,27.0,1093.0,27.0
24,Indianapolis Colts,414.0,5577.0,1116.0,5.0,31.0,13.0,343.0,298.0,515.0,3570.0,31.0,18.0,6.4,194.0,559.0,2007.0,16.0,3.6,124.0,98.0,813.0,25.0,,,230.8,841.0,692.0,543.0,270.7,25.0,24.0,26.0,26.0,19.0,1342.5,25.0,1193.5,24.0,1044.5,24.0
25,Houston Oilers,437.0,5968.0,1075.0,5.6,24.0,11.0,345.0,271.0,447.0,3179.0,23.0,13.0,6.6,168.0,596.0,2789.0,27.0,4.7,158.0,105.0,876.0,19.0,,,193.16,726.9,591.4,455.9,418.9,19.0,11.0,12.0,13.0,28.0,1338.96,24.0,1203.46,25.0,1067.96,26.0
26,Buffalo Bills,454.0,5582.0,1052.0,5.3,37.0,21.0,345.0,300.0,495.0,3476.0,32.0,16.0,6.7,186.0,531.0,2106.0,19.0,4.0,134.0,87.0,734.0,25.0,,,235.04,839.6,689.6,539.6,282.6,27.0,23.0,25.0,25.0,21.0,1357.24,26.0,1207.24,26.0,1057.24,25.0
27,Minnesota Vikings,484.0,6352.0,1062.0,6.0,29.0,18.0,342.0,319.0,490.0,3779.0,35.0,11.0,7.3,182.0,547.0,2573.0,20.0,4.7,144.0,113.0,1047.0,16.0,,,269.15999999999997,906.9,747.4,587.9,341.3,28.0,28.0,28.0,28.0,26.0,1517.3600000000001,28.0,1357.8600000000001,28.0,1198.3600000000001,28.0
