,Tm,PointsAllowed,TotalYardsAllowed,OffensivePlaysAllowed,YardsPerPlay,TO,ForcedFumbles,TotalFirstDownsAllowed,Cmp,PassingAttAllowed,PassingYardsAllowed,PassingTDAllowed,Int,NetYardsAllowedPerPass,PassingFirstDownsAllowed,RushingAttAllowed,RushingYdsAllowed,RushingTDAllowed,YardsPerRushAllowed,RushingFirstDownsAllowed,PenaltiesCommitted,PenaltyYardsAllowed,FirstDownsViaPenalty,PercentageOfDrivesEndingInOffensiveScores,PercentDrivesEndingInTO,PassingFantasyPointsAllowed,PPRReceivingFantasyPointsAllowed,HalfPPRReceivingFantasyPointsAllowed,StandardReceivingFantasyPointsAllowed,RushingFantasyPointsAllowed,PassingDefRank,PPRReceivingDefRank,HalfPPRReceivingDefRank,StandardReceivingDefRank,RushingDefRank,PPRFantasyPointsAllowed,PPRDefRank,HalfPPRFantasyPointsAllowed,HalfPPRDefRank,StandardFantasyPointsAllowed,StandardDefRank
10,Seattle Seahawks,286.0,4609.0,950.0,4.9,30.0,18.0,280.0,300.0,504.0,3004.0,19.0,12.0,5.6,171.0,413.0,1605.0,7.0,3.9,86.0,108.0,766.0,23.0,,,172.16,714.4,564.4,414.4,166.5,15.0,16.0,14.0,11.0,5.0,1053.06,13.0,903.06,11.0,753.06,9.0
11,Philadelphia Eagles,299.0,4660.0,948.0,4.9,30.0,11.0,251.0,273.0,566.0,3491.0,23.0,19.0,5.7,169.0,337.0,1169.0,9.0,3.5,59.0,94.0,706.0,23.0,,,193.64,760.1,623.6,487.1,148.9,20.0,21.0,23.0,24.0,2.0,1102.6399999999999,15.0,966.14,15.0,829.64,16.0
12,Washington Redskins,301.0,4730.0,941.0,5.0,33.0,12.0,267.0,281.0,514.0,3143.0,21.0,21.0,5.6,166.0,382.0,1587.0,8.0,4.2,77.0,90.0,712.0,24.0,,,167.72,721.3,580.8,440.3,182.7,13.0,18.0,16.0,15.0,8.0,1071.7199999999998,14.0,931.2199999999999,14.0,790.72,14.0
13,Houston Oilers,307.0,4635.0,890.0,5.2,33.0,12.0,279.0,267.0,460.0,3060.0,18.0,21.0,6.1,160.0,392.0,1575.0,12.0,4.0,88.0,134.0,1015.0,31.0,,,152.4,681.0,547.5,414.0,205.5,8.0,12.0,11.0,10.0,13.0,1038.9,12.0,905.4,12.0,771.9,11.0
14,Dallas Cowboys,308.0,4615.0,988.0,4.7,30.0,19.0,280.0,271.0,470.0,2639.0,12.0,11.0,5.2,153.0,482.0,1976.0,18.0,4.1,109.0,104.0,911.0,18.0,,,131.56,606.9,471.4,335.9,267.6,5.0,3.0,2.0,2.0,21.0,1006.06,9.0,870.56,7.0,735.06,7.0
15,Minnesota Vikings,326.0,4717.0,972.0,4.9,33.0,11.0,257.0,218.0,422.0,2643.0,20.0,22.0,5.6,136.0,503.0,2074.0,12.0,4.1,107.0,100.0,787.0,14.0,,,141.72,602.3,493.3,384.3,257.4,6.0,2.0,5.0,6.0,17.0,1001.42,7.0,892.4200000000001,9.0,783.4200000000001,13.0
16,New York Jets,345.0,5455.0,977.0,5.6,29.0,11.0,318.0,311.0,516.0,3437.0,23.0,18.0,6.2,186.0,423.0,2018.0,15.0,4.8,112.0,106.0,876.0,20.0,,,193.48,792.7,637.2,481.7,269.8,19.0,25.0,25.0,23.0,22.0,1255.98,23.0,1100.48,21.0,944.98,21.0
17,Green Bay Packers,347.0,5442.0,981.0,5.5,30.0,14.0,286.0,256.0,479.0,3383.0,20.0,16.0,6.7,160.0,475.0,2059.0,16.0,4.3,113.0,109.0,854.0,13.0,,,183.32,714.3,586.3,458.3,273.9,17.0,15.0,17.0,18.0,23.0,1171.52,17.0,1043.52,17.0,915.52,17.0
18,Cincinnati Bengals,352.0,5605.0,1010.0,5.5,31.0,16.0,308.0,300.0,543.0,3520.0,24.0,15.0,6.2,180.0,442.0,2085.0,15.0,4.7,116.0,101.0,824.0,12.0,,,206.8,796.0,646.0,496.0,266.5,25.0,26.0,26.0,25.0,20.0,1269.3,24.0,1119.3,23.0,969.3,22.0
19,Indianapolis Colts,353.0,5614.0,1034.0,5.4,24.0,15.0,320.0,301.0,492.0,3402.0,20.0,9.0,6.5,176.0,513.0,2212.0,12.0,4.3,130.0,104.0,781.0,14.0,,,198.08,761.2,610.7,460.2,263.2,21.0,22.0,19.0,19.0,19.0,1222.48,20.0,1071.98,19.0,921.48,18.0
20,Atlanta Falcons,365.0,5270.0,983.0,5.4,35.0,18.0,300.0,297.0,537.0,3913.0,31.0,17.0,6.9,179.0,413.0,1357.0,11.0,3.3,79.0,95.0,811.0,42.0,,,246.52,874.3,725.8,577.3,165.7,28.0,28.0,28.0,28.0,3.0,1286.52,25.0,1138.02,25.0,989.52,24.0
21,Tampa Bay Buccaneers,367.0,5479.0,1001.0,5.5,42.0,17.0,313.0,263.0,471.0,3256.0,22.0,25.0,6.4,168.0,496.0,2223.0,20.0,4.5,129.0,78.0,617.0,16.0,,,168.24,720.6,589.1,457.6,308.3,14.0,17.0,18.0,16.0,24.0,1197.14,18.0,1065.64,18.0,934.1400000000001,19.0
22,Denver Broncos,374.0,5345.0,969.0,5.5,25.0,15.0,306.0,284.0,479.0,3382.0,22.0,10.0,6.6,181.0,456.0,1963.0,16.0,4.3,110.0,105.0,819.0,15.0,,,203.28,754.2,612.2,470.2,262.3,24.0,20.0,20.0,22.0,18.0,1219.7800000000002,19.0,1077.7800000000002,20.0,935.78,20.0
23,Phoenix Cardinals,396.0,5216.0,959.0,5.4,27.0,11.0,306.0,233.0,402.0,2898.0,29.0,16.0,6.6,146.0,521.0,2318.0,20.0,4.4,140.0,96.0,834.0,20.0,,,199.92000000000002,696.8,580.3,463.8,329.8,22.0,14.0,15.0,21.0,26.0,1226.52,21.0,1110.02,22.0,993.52,25.0
24,Los Angeles Rams,412.0,5411.0,949.0,5.7,31.0,19.0,286.0,296.0,501.0,3762.0,30.0,12.0,7.1,175.0,418.0,1649.0,17.0,3.9,93.0,109.0,968.0,18.0,,,246.48,852.2,704.2,556.2,228.89999999999998,27.0,27.0,27.0,27.0,15.0,1327.58,28.0,1179.58,28.0,1031.58,27.0
25,Detroit Lions,413.0,5734.0,1080.0,5.3,35.0,18.0,334.0,319.0,507.0,3346.0,21.0,17.0,6.1,173.0,532.0,2388.0,22.0,4.5,142.0,97.0,788.0,19.0,,,183.84,779.6,620.1,460.6,334.8,18.0,24.0,22.0,20.0,27.0,1298.24,27.0,1138.74,26.0,979.24,23.0
26,New England Patriots,446.0,5697.0,972.0,5.9,32.0,18.0,307.0,218.0,374.0,3021.0,21.0,14.0,7.4,139.0,565.0,2676.0,29.0,4.7,151.0,73.0,488.0,17.0,,,176.84,646.1,537.1,428.1,405.6,16.0,8.0,10.0,14.0,28.0,1228.54,22.0,1119.54,24.0,1010.5400000000001,26.0
27,Cleveland Browns,462.0,5190.0,987.0,5.3,22.0,9.0,314.0,253.0,444.0,3085.0,32.0,13.0,6.5,169.0,511.0,2105.0,21.0,4.1,117.0,95.0,684.0,28.0,,,225.4,753.5,627.0,500.5,318.5,26.0,19.0,24.0,26.0,25.0,1297.4,26.0,1170.9,27.0,1044.4,28.0
