,Tm,PointsAllowed,TotalYardsAllowed,OffensivePlaysAllowed,YardsPerPlay,TO,ForcedFumbles,TotalFirstDownsAllowed,Cmp,PassingAttAllowed,PassingYardsAllowed,PassingTDAllowed,Int,NetYardsAllowedPerPass,PassingFirstDownsAllowed,RushingAttAllowed,RushingYdsAllowed,RushingTDAllowed,YardsPerRushAllowed,RushingFirstDownsAllowed,PenaltiesCommitted,PenaltyYardsAllowed,FirstDownsViaPenalty,PercentageOfDrivesEndingInOffensiveScores,PercentDrivesEndingInTO,PassingFantasyPointsAllowed,PPRReceivingFantasyPointsAllowed,HalfPPRReceivingFantasyPointsAllowed,StandardReceivingFantasyPointsAllowed,RushingFantasyPointsAllowed,PassingDefRank,PPRReceivingDefRank,HalfPPRReceivingDefRank,StandardReceivingDefRank,RushingDefRank,PPRFantasyPointsAllowed,PPRDefRank,HalfPPRFantasyPointsAllowed,HalfPPRDefRank,StandardFantasyPointsAllowed,StandardDefRank
15,St. Louis Cardinals,267.0,4089.0,864.0,4.7,39.0,20.0,239.0,176.0,342.0,2110.0,13.0,19.0,5.7,105.0,491.0,1979.0,19.0,4.0,111.0,83.0,708.0,23.0,,,98.4,465.0,377.0,289.0,271.9,9.0,11.0,13.0,13.0,17.0,835.3,12.0,747.3,13.0,659.3,13.0
16,Houston Oilers,273.0,3987.0,935.0,4.3,28.0,17.0,226.0,173.0,345.0,1915.0,17.0,11.0,4.8,90.0,540.0,2072.0,13.0,3.8,117.0,107.0,963.0,19.0,,,122.6,466.5,380.0,293.5,251.2,18.0,12.0,14.0,14.0,14.0,840.3,13.0,753.8,14.0,667.3,17.0
17,San Diego Chargers,285.0,4676.0,925.0,5.1,31.0,11.0,259.0,219.0,386.0,2628.0,21.0,20.0,6.4,132.0,516.0,2048.0,10.0,4.0,113.0,92.0,823.0,14.0,,,149.12,607.8,498.3,388.8,242.8,23.0,26.0,26.0,26.0,11.0,999.72,22.0,890.22,22.0,780.72,23.0
18,Philadelphia Eagles,286.0,4603.0,955.0,4.8,24.0,15.0,262.0,237.0,404.0,2550.0,17.0,9.0,6.0,129.0,532.0,2053.0,16.0,3.9,113.0,105.0,907.0,20.0,,,152.0,594.0,475.5,357.0,271.3,24.0,25.0,23.0,23.0,16.0,1017.3,23.0,898.8,23.0,780.3,22.0
19,Cleveland Browns,287.0,3793.0,869.0,4.4,32.0,11.0,244.0,225.0,392.0,2032.0,18.0,21.0,4.8,111.0,445.0,1761.0,15.0,4.0,109.0,89.0,711.0,24.0,,,111.28,536.2,423.7,311.2,244.10000000000002,16.0,21.0,17.0,15.0,12.0,891.58,17.0,779.0799999999999,17.0,666.5799999999999,16.0
20,Green Bay Packers,299.0,4123.0,943.0,4.4,26.0,15.0,262.0,196.0,354.0,1835.0,13.0,11.0,4.6,107.0,546.0,2288.0,17.0,4.2,132.0,104.0,914.0,23.0,,,103.4,457.5,359.5,261.5,300.8,13.0,9.0,10.0,8.0,21.0,861.7,16.0,763.7,16.0,665.7,14.0
21,Atlanta Falcons,312.0,4578.0,949.0,4.8,38.0,20.0,257.0,184.0,340.0,2001.0,14.0,18.0,5.3,95.0,574.0,2577.0,22.0,4.5,143.0,102.0,868.0,19.0,,,100.04,468.1,376.1,284.1,349.7,11.0,13.0,12.0,12.0,25.0,917.84,19.0,825.84,19.0,733.84,19.0
22,New Orleans Saints,346.0,4491.0,960.0,4.7,39.0,27.0,275.0,200.0,367.0,2202.0,18.0,12.0,5.4,121.0,554.0,2289.0,22.0,4.1,129.0,105.0,883.0,25.0,,,136.07999999999998,528.2,428.2,328.2,306.9,21.0,20.0,22.0,19.0,23.0,971.1800000000001,21.0,871.18,21.0,771.18,20.0
23,Buffalo Bills,363.0,4730.0,898.0,5.3,42.0,23.0,262.0,163.0,337.0,2265.0,18.0,19.0,6.2,110.0,533.0,2465.0,19.0,4.6,128.0,92.0,704.0,24.0,,,124.6,497.5,416.0,334.5,314.5,19.0,15.0,16.0,21.0,24.0,936.6,20.0,855.1,20.0,773.6,21.0
24,Kansas City Chiefs,376.0,5357.0,952.0,5.6,43.0,20.0,309.0,215.0,375.0,2496.0,25.0,23.0,6.3,132.0,555.0,2861.0,24.0,5.2,161.0,88.0,762.0,16.0,,,153.84,614.6,507.1,399.6,390.1,25.0,27.0,27.0,27.0,28.0,1158.54,27.0,1051.04,27.0,943.5400000000001,27.0
25,New York Jets,383.0,4916.0,972.0,5.1,32.0,21.0,277.0,204.0,374.0,2324.0,25.0,11.0,6.0,127.0,582.0,2592.0,14.0,4.5,135.0,87.0,796.0,15.0,,,170.95999999999998,586.4,484.4,382.4,301.2,27.0,24.0,24.0,24.0,22.0,1058.56,26.0,956.56,26.0,854.56,26.0
26,Tampa Bay Buccaneers,412.0,4801.0,933.0,5.1,28.0,19.0,284.0,178.0,321.0,2241.0,19.0,9.0,6.5,124.0,588.0,2560.0,23.0,4.4,136.0,114.0,935.0,24.0,,,147.64,516.1,427.1,338.1,356.0,22.0,17.0,20.0,22.0,26.0,1019.74,24.0,930.74,24.0,841.74,25.0
27,Seattle Seahawks,429.0,5400.0,1008.0,5.4,26.0,11.0,323.0,223.0,367.0,2524.0,27.0,15.0,6.4,136.0,614.0,2876.0,20.0,4.7,166.0,106.0,926.0,21.0,,,178.95999999999998,637.4,525.9,414.4,385.6,28.0,28.0,28.0,28.0,27.0,1201.96,28.0,1090.46,28.0,978.9599999999999,28.0
