,Tm,PointsAllowed,TotalYardsAllowed,OffensivePlaysAllowed,YardsPerPlay,TO,ForcedFumbles,TotalFirstDownsAllowed,Cmp,PassingAttAllowed,PassingYardsAllowed,PassingTDAllowed,Int,NetYardsAllowedPerPass,PassingFirstDownsAllowed,RushingAttAllowed,RushingYdsAllowed,RushingTDAllowed,YardsPerRushAllowed,RushingFirstDownsAllowed,PenaltiesCommitted,PenaltyYardsAllowed,FirstDownsViaPenalty,PercentageOfDrivesEndingInOffensiveScores,PercentDrivesEndingInTO,PassingFantasyPointsAllowed,PPRReceivingFantasyPointsAllowed,HalfPPRReceivingFantasyPointsAllowed,StandardReceivingFantasyPointsAllowed,RushingFantasyPointsAllowed,PassingDefRank,PPRReceivingDefRank,HalfPPRReceivingDefRank,StandardReceivingDefRank,RushingDefRank,PPRFantasyPointsAllowed,PPRDefRank,HalfPPRFantasyPointsAllowed,HalfPPRDefRank,StandardFantasyPointsAllowed,StandardDefRank
10,New England Patriots,286.0,4796.0,1013.0,4.7,22.0,9.0,269.0,280.0,474.0,2845.0,20.0,13.0,5.6,161.0,505.0,1951.0,9.0,3.9,97.0,111.0,803.0,11.0,,,167.8,684.5,544.5,404.5,231.1,14.0,8.0,8.0,9.0,20.0,1083.4,11.0,943.4,13.0,803.4,13.0
11,San Diego Chargers,290.0,5066.0,1002.0,5.1,34.0,12.0,299.0,329.0,556.0,3752.0,17.0,22.0,6.4,192.0,414.0,1314.0,10.0,3.2,86.0,94.0,724.0,21.0,,,174.08,806.2,641.7,477.2,167.4,19.0,25.0,25.0,24.0,6.0,1147.68,19.0,983.1800000000001,18.0,818.6800000000001,16.0
12,Minnesota Vikings,290.0,4406.0,938.0,4.7,34.0,10.0,259.0,310.0,478.0,2870.0,11.0,24.0,5.5,139.0,415.0,1536.0,14.0,3.7,98.0,97.0,768.0,22.0,,,110.8,663.0,508.0,353.0,217.6,1.0,5.0,2.0,1.0,18.0,991.4,3.0,836.4,1.0,681.4,1.0
13,Kansas City Chiefs,291.0,4771.0,1013.0,4.7,38.0,17.0,300.0,312.0,525.0,3151.0,18.0,21.0,5.6,161.0,453.0,1620.0,11.0,3.6,103.0,127.0,1015.0,36.0,,,156.04000000000002,735.1,579.1,423.1,194.0,10.0,17.0,16.0,14.0,10.5,1085.14,12.0,929.1400000000001,10.0,773.1400000000001,9.0
14,Detroit Lions,292.0,4669.0,990.0,4.7,35.0,16.0,279.0,309.0,514.0,3020.0,19.0,19.0,5.4,154.0,433.0,1649.0,12.0,3.8,108.0,73.0,500.0,17.0,,,158.8,725.0,570.5,416.0,204.9,11.0,14.0,14.0,13.0,13.0,1088.7,14.0,934.2,11.0,779.7,11.0
15,San Francisco 49ers,295.0,4997.0,1012.0,4.9,30.0,11.0,297.0,314.0,564.0,3197.0,23.0,19.0,5.3,171.0,404.0,1800.0,6.0,4.5,109.0,99.0,743.0,17.0,,,181.88,771.7,614.7,457.7,194.0,21.0,21.0,21.0,20.0,10.5,1147.58,18.0,990.58,20.0,833.5799999999999,18.0
16,Cleveland Browns,307.0,4778.0,1040.0,4.6,22.0,9.0,290.0,306.0,541.0,3124.0,19.0,13.0,5.3,170.0,451.0,1654.0,9.0,3.7,94.0,105.0,821.0,26.0,,,174.95999999999998,732.4,579.4,426.4,201.4,20.0,16.0,17.0,16.0,12.0,1108.76,17.0,955.76,15.0,802.76,12.0
17,Seattle Seahawks,314.0,5313.0,1085.0,4.9,37.0,15.0,322.0,333.0,595.0,3653.0,16.0,22.0,5.8,193.0,452.0,1660.0,12.0,3.7,106.0,109.0,818.0,23.0,,,166.12,794.3,627.8,461.3,208.0,13.0,23.5,22.0,22.0,14.0,1168.42,22.0,1001.92,21.0,835.4200000000001,19.0
18,Philadelphia Eagles,315.0,5019.0,966.0,5.2,35.0,15.0,271.0,251.0,463.0,2939.0,22.0,20.0,5.9,155.0,467.0,2080.0,11.0,4.5,91.0,85.0,610.0,25.0,,,165.56,676.9,551.4,425.9,244.0,12.0,7.0,10.0,15.0,22.0,1086.46,13.0,960.96,16.0,835.46,20.0
19,Cincinnati Bengals,319.0,5018.0,1000.0,5.0,26.0,14.0,306.0,251.0,457.0,2798.0,20.0,12.0,5.8,159.0,521.0,2220.0,15.0,4.3,134.0,73.0,567.0,13.0,,,167.92000000000002,650.8,525.3,399.8,284.0,15.0,2.0,5.0,8.0,27.0,1102.72,16.0,977.22,17.0,851.72,22.0
20,Los Angeles Raiders,326.0,4723.0,996.0,4.7,23.0,9.0,302.0,258.0,457.0,2858.0,17.0,14.0,5.7,154.0,494.0,1865.0,17.0,3.8,111.0,105.0,801.0,37.0,,,154.32,645.8,516.8,387.8,270.5,8.0,1.0,3.0,4.0,25.0,1070.62,10.0,941.6199999999999,12.0,812.62,14.0
21,New Orleans Saints,343.0,4696.0,1008.0,4.7,30.0,20.0,273.0,259.0,444.0,2606.0,22.0,10.0,5.3,145.0,513.0,2090.0,7.0,4.1,116.0,86.0,590.0,12.0,,,172.24,651.6,522.1,392.6,211.0,18.0,3.0,4.0,6.0,16.0,1034.8400000000001,7.0,905.34,8.0,775.84,10.0
22,Washington Redskins,345.0,5499.0,1027.0,5.4,31.0,14.0,304.0,291.0,483.0,3387.0,24.0,17.0,6.6,157.0,513.0,2112.0,14.0,4.1,127.0,100.0,782.0,20.0,,,197.48,773.7,628.2,482.7,267.2,25.0,22.0,23.0,25.0,24.0,1238.38,25.0,1092.88,25.0,947.3799999999999,26.0
23,Miami Dolphins,351.0,5150.0,1061.0,4.9,27.0,14.0,332.0,350.0,572.0,3485.0,26.0,13.0,5.8,205.0,460.0,1665.0,12.0,3.6,103.0,92.0,650.0,24.0,,,217.4,854.5,679.5,504.5,210.5,27.0,28.0,27.0,27.0,15.0,1282.4,27.0,1107.4,26.0,932.4,25.0
24,Los Angeles Rams,367.0,5411.0,1003.0,5.4,20.0,9.0,304.0,299.0,488.0,3560.0,17.0,11.0,6.8,179.0,480.0,1851.0,18.0,3.9,117.0,80.0,542.0,8.0,,,188.4,757.0,607.5,458.0,275.1,22.0,18.0,20.0,21.0,26.0,1220.5,23.0,1071.0,24.0,921.5,24.0
25,Tampa Bay Buccaneers,376.0,5246.0,1011.0,5.2,22.0,13.0,280.0,300.0,503.0,3252.0,22.0,9.0,6.1,152.0,479.0,1994.0,15.0,4.2,109.0,126.0,913.0,19.0,,,200.08,757.2,607.2,457.2,263.4,26.0,19.0,19.0,19.0,23.0,1220.68,24.0,1070.68,23.0,920.6800000000001,23.0
26,Indianapolis Colts,378.0,5638.0,1050.0,5.4,21.0,11.0,334.0,270.0,454.0,3117.0,22.0,10.0,6.6,166.0,575.0,2521.0,20.0,4.4,151.0,87.0,610.0,17.0,,,192.68,713.7,578.7,443.7,350.1,23.0,13.0,15.0,17.0,28.0,1256.48,26.0,1121.48,27.0,986.48,27.0
27,Atlanta Falcons,385.0,5421.0,951.0,5.7,24.0,11.0,278.0,308.0,505.0,3637.0,27.0,13.0,6.8,180.0,419.0,1784.0,14.0,4.3,79.0,100.0,874.0,19.0,,,227.48,833.7,679.7,525.7,240.39999999999998,28.0,27.0,28.0,28.0,21.0,1301.58,28.0,1147.58,28.0,993.58,28.0
