Pos,Team,Name,G,Snaps,TeamSnaps,Snap%,Per Game,RushPerc,TargetP,TouchPerc,FP,FPPerSnap
TE,ARI,Jermaine Gresham,16,835,1151,72.55,52.19,0,7.31,7.31,51,0.06
WR,NE,Chris Hogan,15,832,1045,79.62,55.47,0.36,6.97,7.33,90.9,0.11
WR,HOU,Will Fuller,14,830,990,83.84,59.29,0.12,11.08,11.2,75.2,0.09
WR,DET,Anquan Boldin,16,830,1037,80.04,51.88,0,11.45,11.45,106.4,0.13
WR,SEA,Jermaine Kearse,16,828,1063,77.89,51.75,0,10.75,10.75,57.1,0.07
TE,LAR,Lance Kendricks,16,826,1004,82.27,51.63,0,10.53,10.53,59.9,0.07
WR,KC,Chris Conley,16,818,1024,79.88,51.13,0,8.44,8.44,53,0.06
WR,JAX,Marqise Lee,16,817,1112,73.47,51.06,0.73,12.85,13.59,109.4,0.13
TE,BAL,Dennis Pitta,16,810,1134,71.43,50.63,0,14.94,14.94,82.9,0.1
WR,WAS,Pierre Garcon,16,808,1063,76.01,50.5,0,14.11,14.11,122.1,0.15
WR,CAR,Kelvin Benjamin,16,800,1108,72.2,50,0,14.75,14.75,134.1,0.17
WR,IND,Phillip Dorsett,15,795,1027,77.41,53,0.25,7.42,7.67,65.8,0.08
WR,MIA,Kenny Stills,16,795,948,83.86,49.69,0,10.19,10.19,126.6,0.16
TE,SEA,Jimmy Graham,16,790,1063,74.32,49.38,0.13,12.03,12.15,124.3,0.16
WR,SF,Jeremy Kerley,16,790,1034,76.4,49.38,0,14.56,14.56,82.7,0.1
WR,LAR,Kenny Britt,15,787,944,83.37,52.47,0,14.1,14.1,128.2,0.16
WR,MIN,Adam Thielen,16,787,1053,74.74,49.19,0.25,11.69,11.94,126.2,0.16
WR,TEN,Tajae Sharpe,16,786,1063,73.94,49.13,0.13,10.56,10.69,64.3,0.08
WR,WAS,Jamison Crowder,16,784,1063,73.75,49,0.26,12.63,12.88,124.5,0.16
RB,PIT,Le'Veon Bell,12,781,810,96.42,65.08,33.42,12.04,45.45,242.4,0.31
WR,TEN,Rishard Matthews,16,781,1063,73.47,48.81,0,13.83,13.83,146.5,0.19
WR,NYG,Victor Cruz,15,766,986,77.69,51.07,0,9.4,9.4,62.6,0.08
TE,IND,Jack Doyle,16,750,1096,68.43,46.88,0,10,10,86.4,0.12
WR,OAK,Seth Roberts,16,749,1119,66.93,46.81,0,10.28,10.28,73.7,0.1
WR,ARI,Michael Floyd,15,746,1104,67.57,49.73,0,10.19,10.19,78.8,0.11
WR,ATL,Mohamed Sanu,15,745,982,75.87,49.67,0.13,10.87,11.01,89.8,0.12
RB,LAR,Todd Gurley,16,741,1004,73.8,46.31,37.52,7.83,45.34,155.2,0.21
WR,NO,Willie Snead,15,740,1070,69.16,49.33,0,14.05,14.05,119.5,0.16
WR,CIN,Tyler Boyd,16,739,1087,67.99,46.19,0.54,10.96,11.5,70.1,0.09
WR,MIA,Devante Parker,15,736,895,82.23,49.07,0,11.96,11.96,98.4,0.13
WR,LAR,Tavon Austin,15,731,952,76.79,48.73,3.83,14.5,18.33,88.8,0.12
WR,BAL,Steve Smith,14,721,993,72.61,51.5,0,14.01,14.01,113.9,0.16
WR,NYJ,Robby Anderson,16,717,1043,68.74,44.81,0.42,10.88,11.3,72.9,0.1
TE,DET,Eric Ebron,13,708,861,82.23,54.46,0.14,12.01,12.15,83.2,0.12
TE,TEN,Delanie Walker,15,707,995,71.06,47.13,0.28,14.43,14.71,123.1,0.17
WR,WAS,DeSean Jackson,15,707,1000,70.7,47.13,0,14.14,14.14,124.5,0.18
WR,ATL,Julio Jones,14,706,914,77.24,50.43,0,18.27,18.27,176.9,0.25
WR,CHI,Cameron Meredith,14,703,903,77.85,50.21,0.14,13.8,13.94,113.48,0.16
WR,DAL,Terrance Williams,16,703,997,70.51,43.94,0,8.68,8.68,81.4,0.12
TE,OAK,Clive Walford,15,702,1047,67.05,46.8,0,7.41,7.41,53.9,0.08
WR,SF,Quinton Patton,14,701,898,78.06,50.07,0,8.99,8.99,40.8,0.06
TE,MIA,Dion Sims,14,701,812,86.33,50.07,0,4.99,4.99,49.6,0.07
WR,MIN,Stefon Diggs,14,693,916,75.66,49.5,0.43,16.16,16.59,109.3,0.16
WR,CHI,Alshon Jeffery,12,692,748,92.51,57.67,0,13.58,13.58,94.1,0.14
WR,LAR,Brian Quick,16,691,1004,68.82,43.19,0,11.14,11.14,74.4,0.11
WR,CAR,Ted Ginn,16,688,1108,62.09,43,2.03,13.81,15.84,105,0.15
WR,GB,Randall Cobb,13,681,892,76.35,52.38,1.47,12.33,13.8,88.3,0.13
TE,NYG,Will Tye,16,680,1061,64.09,42.5,0,10.29,10.29,45.5,0.07
TE,HOU,CJ Fiedorowicz,15,678,1040,65.19,45.2,0,13.13,13.13,79.9,0.12
TE,WAS,Vernon Davis,16,673,1063,63.31,42.06,0,8.77,8.77,70.3,0.1
RB,DAL,Ezekiel Elliott,15,668,941,70.99,44.53,48.2,5.99,54.19,293.4,0.44
TE,TB,Cameron Brate,15,664,1022,64.97,44.27,0,12.2,12.2,114,0.17
TE,NO,Coby Fleener,16,663,1151,57.6,41.44,0.15,12.37,12.52,87.3,0.13
RB,SD,Melvin Gordon,13,661,880,75.11,50.85,38.43,8.62,47.05,209.6,0.32
RB,CHI,Jordan Howard,15,654,955,68.48,43.6,38.53,7.65,46.18,201.1,0.31
RB,IND,Frank Gore,16,650,1096,59.31,40.63,40.46,7.23,47.69,176.3,0.27
WR,CLE,Andrew Hawkins,16,647,1030,62.82,40.44,0.31,8.19,8.5,50.4,0.08
RB,BUF,LeSean McCoy,15,645,986,65.42,43,36.28,8.99,45.27,248.3,0.38
WR,SF,Torrey Smith,12,643,781,82.33,53.58,0,7.62,7.62,44.7,0.07
WR,PHI,Dorial Green-Beckham,15,642,1055,60.85,42.8,0,11.53,11.53,51.2,0.08
WR,BUF,Marquise Goodwin,15,638,986,64.71,42.53,0,10.66,10.66,61.1,0.1
WR,JAX,Allen Hurns,11,635,764,83.12,57.73,0,11.97,11.97,65.7,0.1
WR,DAL,Dez Bryant,13,634,799,79.35,48.77,0,15.14,15.14,130,0.21
WR,BUF,Robert Woods,13,633,880,71.93,48.69,0.16,12.01,12.16,67.9,0.11
WR,KC,Jeremy Maclin,12,629,771,81.58,52.42,0.16,12.08,12.24,65.5,0.1
RB,HOU,Lamar Miller,14,624,986,63.29,44.57,42.95,6.25,49.2,160.1,0.26
TE,IND,Dwayne Allen,14,611,961,63.58,43.64,0,8.51,8.51,78.6,0.13
WR,TB,Adam Humphries,15,611,1019,59.96,40.73,0.82,13.58,14.4,78,0.13
TE,SF,Garrett Celek,16,605,1034,58.51,37.81,0,8.43,8.43,51,0.08
RB,ATL,Devonta Freeman,16,605,1040,58.17,37.81,37.52,10.74,48.26,230.1,0.38
TE,GB,Richard Rodgers,16,603,1088,55.42,37.69,0,7.79,7.79,39.1,0.06
WR,BAL,Kamar Aiken,16,595,1134,52.47,37.19,0,8.4,8.4,38.8,0.07
TE,SD,Antonio Gates,14,586,939,62.41,41.86,0,15.87,15.87,94.8,0.16
WR,CAR,Corey Brown,16,584,1108,52.71,36.5,0.34,9.08,9.42,32.2,0.06
RB,MIA,Jay Ajayi,15,582,895,65.03,38.8,44.67,6.01,50.69,188.3,0.32
RB,JAX,TJ Yeldon,15,576,1039,55.44,38.4,22.57,11.81,34.38,87.7,0.15
TE,SD,Hunter Henry,15,575,989,58.14,38.33,0,9.22,9.22,94.2,0.16
TE,ATL,Levine Toilolo,16,570,1040,54.81,35.63,0,3.33,3.33,38.4,0.07
RB,CLE,Isaiah Crowell,16,568,1030,55.15,35.5,34.86,9.33,44.19,165.1,0.29
TE,WAS,Jordan Reed,12,568,789,71.99,47.33,0,15.67,15.67,102.6,0.18
RB,CAR,Jonathan Stewart,13,566,906,62.47,43.54,38.52,3.71,42.23,138.4,0.24
WR,DAL,Cole Beasley,16,565,997,56.67,35.31,0.18,17.35,17.52,114,0.2
WR,SEA,Tyler Lockett,15,558,999,55.86,37.2,1.08,11.83,12.9,83.1,0.15
WR,ARI,John Brown,15,558,1056,52.84,37.2,0.18,12.9,13.08,64.7,0.12
WR,CIN,AJ Green,10,554,688,80.52,55.4,0,18.05,18.05,120.4,0.22
WR,PIT,Eli Rogers,13,550,875,62.86,42.31,0.18,12,12.18,78,0.14
WR,SD,Travis Benjamin,14,549,926,59.29,39.21,0.36,13.66,14.03,85.4,0.16
RB,KC,Spencer Ware,14,546,905,60.33,39,39.19,7.69,46.89,160.9,0.29
WR,NE,Malcolm Mitchell,14,539,985,54.72,38.5,0,8.91,8.91,64.1,0.12
RB,SF,Carlos Hyde,13,535,843,63.46,41.15,40.56,6.17,46.73,165.1,0.31
TE,TEN,Anthony Fasano,16,535,1063,50.33,33.44,0,2.62,2.62,20.3,0.04
WR,CLE,Corey Coleman,10,533,610,87.38,53.3,0.38,13.7,14.07,60.3,0.11
WR,MIN,Cordarrelle Patterson,16,531,1053,50.43,33.19,1.32,13.18,14.5,61.6,0.12
RB,NYJ,Bilal Powell,16,531,1043,50.91,33.19,24.67,14.12,38.79,139,0.26
RB,NO,Mark Ingram,16,530,1151,46.05,33.13,38.68,10.94,49.62,196.2,0.37
RB,NE,LeGarrette Blount,16,529,1121,47.19,33.06,56.52,1.51,58.03,225.9,0.43
RB,OAK,Latavius Murray,14,525,992,52.92,37.5,37.14,8.19,45.33,175.2,0.33
TE,CHI,Zach Miller,10,511,617,82.82,51.1,0,12.52,12.52,72.6,0.14
RB,PHI,Darren Sproles,15,511,1046,48.85,34.07,18.4,13.89,32.29,110.5,0.22
RB,MIN,Jerick McKinnon,15,511,992,51.51,34.07,31.12,10.37,41.49,105.4,0.21
TE,HOU,Ryan Griffin,16,507,1124,45.11,31.69,0,14.6,14.6,54.2,0.11
RB,DEN,Devontae Booker,16,497,1079,46.06,31.06,35.01,9.26,44.27,111.7,0.22
TE,DEN,Virgil Green,12,493,810,60.86,41.08,0,7.51,7.51,29.7,0.06
WR,CAR,Devin Funchess,15,492,1039,47.35,32.8,0,11.79,11.79,63.1,0.13
RB,WAS,Chris Thompson,16,489,1063,46,30.56,13.91,12.68,26.58,98.5,0.2
RB,NYJ,Matt Forte,14,488,925,52.76,34.86,44.67,8.81,53.48,153.6,0.31
WR,BAL,Breshad Perriman,16,484,1134,42.68,30.25,0.21,13.64,13.84,68.1,0.14
TE,CAR,Ed Dickson,16,479,1108,43.23,29.94,0,3.97,3.97,19.4,0.04
WR,DEN,Jordan Norwood,14,476,941,50.58,34,0.21,7.35,7.56,23.2,0.05
WR,ARI,JJ Nelson,15,471,1085,43.41,31.4,0.85,15.71,16.56,105.1,0.22
WR,IND,Donte Moncrief,9,468,595,78.66,52,0.21,11.97,12.18,72.6,0.16
WR,KC,Albert Wilson,16,466,1024,45.51,29.13,0.43,10.94,11.37,50.9,0.11
FB,BAL,Kyle Juszczyk,16,463,1134,40.83,28.94,1.08,10.58,11.66,36.8,0.08
TE,KC,Demetrius Harris,16,459,1024,44.82,28.69,0,6.54,6.54,20.3,0.04
RB,CLE,Duke Johnson,16,457,1030,44.37,28.56,15.97,16.19,32.17,91.2,0.2
TE,JAX,Julius Thomas,9,449,624,71.96,49.89,0,11.36,11.36,52.1,0.12
RB,CIN,Jeremy Hill,15,443,1019,43.47,29.53,50.11,6.09,56.21,155.3,0.35
RB,NYG,Rashad Jennings,13,443,872,50.8,34.08,40.86,9.48,50.34,103.4,0.23
RB,BAL,Terrance West,16,443,1134,39.07,27.69,43.57,10.16,53.72,137,0.31
TE,SF,Vance McDonald,11,442,712,62.08,40.18,0,10.18,10.18,63.1,0.14
WR,IND,Chester Rogers,14,434,960,45.21,31,0,7.83,7.83,27.3,0.06
TE,CIN,Tyler Eifert,8,428,548,78.1,53.5,0,10.98,10.98,69.4,0.16
RB,NE,James White,16,427,1121,38.09,26.69,9.13,20.14,29.27,101.7,0.24
RB,DET,Theo Riddick,10,423,651,64.98,42.3,21.75,15.84,37.59,108.8,0.26
WR,KC,Tyreek Hill,16,418,1024,40.82,26.13,5.74,19.86,25.6,138,0.33
TE,PHI,Brent Celek,15,418,1058,39.51,27.87,0,4.55,4.55,15.5,0.04
WR,DAL,Brice Butler,16,416,997,41.73,26,0,7.69,7.69,39.9,0.1
TE,CIN,CJ Uzomah,10,411,658,62.46,41.1,0,9.25,9.25,29.4,0.07
RB,MIN,Matt Asiata,16,407,1053,38.65,25.44,29.73,9.34,39.07,100.5,0.25
TE,ATL,Austin Hooper,14,406,915,44.37,29,0,6.65,6.65,45.1,0.11
WR,MIN,Charles Johnson,16,406,1053,38.56,25.38,0,9.11,9.11,23.2,0.06
TE,CHI,Logan Paulsen,16,404,1011,39.96,25.25,0,2.48,2.48,1.5,0
TE,LAR,Tyler Higbee,16,404,1004,40.24,25.25,0,7.18,7.18,14.5,0.04
RB,SEA,Christine Michael,15,398,962,41.37,26.53,37.19,7.29,44.47,115,0.29
TE,TB,Brandon Myers,16,395,1085,36.41,24.69,0,3.54,3.54,13.9,0.04
RB,CIN,Giovani Bernard,10,394,688,57.27,39.4,23.1,12.94,36.04,83.3,0.21
WR,GB,Ty Montgomery,15,392,1026,38.21,26.13,19.64,14.29,33.93,96.5,0.25
WR,PIT,Cobi Hamilton,11,385,746,51.61,35,0,7.27,7.27,35.4,0.09
WR,TB,Russell Shepard,14,385,930,41.4,27.5,0.26,10.39,10.65,47,0.12
WR,BUF,Sammy Watkins,9,382,580,65.86,42.44,0,13.61,13.61,55,0.14
WR,HOU,Braxton Miller,10,380,694,54.76,38,0.79,7.37,8.16,15.9,0.04
TE,CIN,Tyler Kroft,14,374,956,39.12,26.71,0,3.21,3.21,9.2,0.02
TE,ARI,Darren Fells,14,370,1012,36.56,26.43,0,4.86,4.86,21.4,0.06
TE,DEN,John Phillips,16,367,1096,33.49,22.94,0,3.81,3.81,13.2,0.04
WR,NO,Brandon Coleman,16,365,1151,31.71,22.81,0,10.41,10.41,46.1,0.13
TE,NO,Josh Hill,9,362,640,56.56,40.22,0,5.8,5.8,20.9,0.06
TE,BUF,Nick O'Leary,15,358,978,36.61,23.87,0,3.91,3.91,13.4,0.04
RB,KC,Charcandrick West,15,358,949,37.72,23.87,24.58,9.5,34.08,66.1,0.18
TE,NE,Rob Gronkowski,8,354,530,66.79,44.25,0,10.73,10.73,72,0.2
RB,ATL,Tevin Coleman,13,353,854,41.33,27.15,33.43,11.33,44.76,160.1,0.45
RB,NE,James Develin,16,351,1121,31.31,21.94,0,1.71,1.71,1.8,0.01
TE,JAX,Ben Koyack,13,350,897,39.02,26.92,0,6.86,6.86,22.1,0.06
TE,SEA,Luke Willson,12,350,805,43.48,29.17,0,6,6,24.9,0.07
WR,ATL,Taylor Gabriel,13,349,848,41.16,26.85,1.15,14.33,15.47,105,0.3
RB,WAS,Rob Kelley,14,343,938,36.57,24.5,48.98,5.25,54.23,120.6,0.35
RB,TB,Jacquizz Rodgers,10,341,713,47.83,34.1,37.83,4.69,42.52,77.8,0.23
WR,SEA,Paul Richardson,15,338,992,34.07,22.53,0.3,10.65,10.95,35.3,0.1
WR,PHI,Trey Burton,15,331,1056,31.34,22.07,0,18.13,18.13,38.7,0.12
TE,GB,Jared Cook,10,329,642,51.25,32.9,0,15.5,15.5,41.7,0.13
TE,ATL,Jacob Tamme,8,329,522,63.03,41.13,0,9.42,9.42,39,0.12
FB,BUF,Jerome Felton,15,324,1015,31.92,21.6,2.47,2.78,5.25,7,0.02
FB,ATL,Patrick DiMarco,16,324,1040,31.15,20.25,0,3.09,3.09,11.2,0.03
WR,NYJ,Charone Peake,15,323,986,32.76,21.53,0,10.84,10.84,24.6,0.08
FB,CAR,Mike Tolbert,16,323,1108,29.15,20.19,10.84,4.64,15.48,24.6,0.08
WR,JAX,Bryan Walters,10,321,697,46.05,32.1,0.31,10.59,10.9,33.5,0.1
WR,CHI,Deonte Thompson,16,320,1011,31.65,20,0,11.25,11.25,34.9,0.11
WR,CLE,Ricardo Louis,16,316,1030,30.68,19.75,0,11.39,11.39,20.5,0.06
RB,SF,Shaun Draughn,16,314,1034,30.37,19.63,23.57,12.42,35.99,79.9,0.25
WR,TB,Vincent Jackson,5,313,377,83.02,62.6,0,10.22,10.22,17.3,0.06
TE,OAK,Mychal Rivera,13,313,906,34.55,24.08,0,7.99,7.99,25.2,0.08
RB,DEN,CJ Anderson,7,313,475,65.89,44.71,35.14,7.67,42.81,86.5,0.28
WR,PIT,Sammie Coates,14,313,954,32.81,22.36,1.28,15.65,16.93,56.9,0.18
WR,CHI,Eddie Royal,9,311,588,52.89,34.56,0,13.83,13.83,48.9,0.16
RB,JAX,Chris Ivory,11,311,751,41.41,28.27,37.62,9,46.62,74.5,0.24
WR,TEN,Kendall Wright,11,309,733,42.16,28.09,0.32,13.92,14.24,61.1,0.2
RB,CAR,Fozzy Whittaker,16,307,1108,27.71,19.19,18.57,10.75,29.32,47.1,0.15
WR,CHI,Josh Bellamy,16,304,1011,30.07,19,1.32,12.5,13.82,37.9,0.12
WR,MIA,Justin Hunter,14,303,920,32.93,21.64,0,7.59,7.59,42.9,0.14
RB,SEA,Thomas Rawls,9,303,633,47.87,33.67,35.97,5.61,41.58,62.5,0.21
WR,ATL,Aldrick Robinson,15,300,967,31.02,20,0,10.67,10.67,44.3,0.15
WR,HOU,Jaelen Strong,8,300,554,54.15,37.5,0,8,8,13.1,0.04
RB,IND,Robert Turbin,15,300,1028,29.18,20,15.67,11.67,27.33,82.3,0.27
WR,BUF,Walter Powell,9,296,603,49.09,32.89,0,8.45,8.45,14.2,0.05
TE,TEN,Phillip Supernaw,14,293,940,31.17,20.93,0,1.71,1.71,6.2,0.02
RB,DET,Zach Zenner,13,293,827,35.43,22.54,30.03,7.85,37.88,75,0.26
TE,TB,Luke Stocker,11,290,705,41.13,26.36,0,2.76,2.76,2.3,0.01
RB,NYG,Paul Perkins,14,289,926,31.21,20.64,38.75,8.3,47.06,61.8,0.21
FB,GB,Aaron Ripkowski,16,288,1088,26.47,18,11.81,3.47,15.28,37.6,0.13
RB,TB,Doug Martin,8,288,502,57.37,36,50,5.56,55.56,71.5,0.25
RB,PHI,Ryan Mathews,13,287,918,31.26,22.08,54.01,4.88,58.89,131.6,0.46
RB,NO,Tim Hightower,16,286,1151,24.85,17.88,46.5,9.09,55.59,104.8,0.37
RB,BUF,Mike Gillislee,15,284,1009,28.15,18.93,35.56,3.87,39.44,116.6,0.41
WR,ATL,Justin Hardy,15,281,967,29.06,18.73,0,11.03,11.03,44.3,0.16
TE,JAX,Marcedes Lewis,10,280,696,40.23,28,0,10.71,10.71,22.9,0.08
WR,HOU,Keith Mumphery,11,278,776,35.82,25.27,0,4.32,4.32,6.9,0.02
TE,NYJ,Brandon Bostick,15,278,985,28.22,18.53,0,3.96,3.96,6.3,0.02
WR,DEN,Jordan Taylor,16,277,1079,25.67,17.31,0,9.03,9.03,30.9,0.11
FB,NO,John Kuhn,16,277,1151,24.07,17.31,6.5,7.22,13.72,40.7,0.15
TE,SD,Sean McGrath,15,273,989,27.6,18.2,0,0.73,0.73,2.5,0.01
WR,WAS,Ryan Grant,16,271,1063,25.49,16.94,0,7.01,7.01,7.6,0.03
RB,PIT,DeAngelo Williams,9,271,590,45.93,30.11,36.16,9.96,46.13,82.1,0.3
RB,TEN,Derrick Henry,15,270,998,27.05,18,40.74,5.56,46.3,92.7,0.34
WR,NE,Danny Amendola,12,267,836,31.94,22.25,0,10.86,10.86,46.5,0.17
RB,GB,James Starks,9,265,605,43.8,29.44,23.77,9.43,33.21,39.9,0.15
RB,BAL,Justin Forsett,9,265,585,45.3,29.44,32.83,10.19,43.02,41.6,0.16
FB,OAK,Jamize Olawale,16,263,1119,23.5,16.44,6.46,5.32,11.79,45.4,0.17
WR,CIN,Cody Core,8,262,527,49.72,32.75,0,10.31,10.31,20,0.08
TE,NYJ,Kellen Davis,8,261,538,48.51,32.63,0,0.38,0.38,0,0
WR,BAL,Daniel Brown,8,261,548,47.63,32.63,0,7.66,7.66,18.4,0.07
WR,OAK,Andre Holmes,16,261,1119,23.32,16.31,0,9.58,9.58,30.6,0.12
TE,MIN,Rhett Ellison,15,259,979,26.46,17.27,0.39,5.41,5.79,11.8,0.05
WR,DET,Andre Roberts,16,258,1037,24.88,16.13,0,9.69,9.69,22.8,0.09
RB,BAL,Kenneth Dixon,12,258,835,30.9,21.5,34.11,15.89,50,72.4,0.28
TE,PIT,David Johnson,16,258,1083,23.82,16.13,0,4.26,4.26,10,0.04
TE,MIA,MarQueis Gray,16,253,948,26.69,15.81,0,6.72,6.72,17.4,0.07
WR,SF,Rod Streater,16,252,1034,24.37,15.75,0,10.71,10.71,31.1,0.12
WR,TB,Cecil Shorts,9,252,652,38.65,28,0,10.71,10.71,15.2,0.06
RB,CHI,Jeremy Langford,12,248,748,33.16,20.67,25,10.89,35.89,54.2,0.22
RB,NO,Travaris Cadet,15,247,1076,22.96,16.47,1.62,21.86,23.48,54,0.22
TE,BAL,Crockett Gillmore,7,246,511,48.14,35.14,0,5.69,5.69,13.1,0.05
TE,IND,Erik Swoope,16,245,1096,22.35,15.31,0,8.98,8.98,35.7,0.15
WR,DEN,Bennie Fowler,13,242,895,27.04,18.62,0,9.92,9.92,26.5,0.11
RB,OAK,Deandre Washington,14,241,974,24.74,17.21,36.1,9.54,45.64,68.2,0.28
RB,CIN,Rex Burkhead,16,240,1087,22.08,15,30.83,8.33,39.17,58.9,0.25
RB,HOU,Alfred Blue,14,238,978,24.34,17,42.02,6.72,48.74,50,0.21
RB,OAK,Jalen Richard,16,237,1119,21.18,14.81,35.02,16.46,51.48,86.6,0.37
WR,TEN,Harry Douglas,11,237,721,32.87,21.55,0,9.28,9.28,21,0.09
FB,DEN,Andy Janovich,11,235,764,30.76,21.36,1.7,2.98,4.68,13.7,0.06
WR,BAL,Darren Waller,16,235,1134,20.72,14.69,0,7.23,7.23,20.5,0.09
WR,GB,Jeff Janis,16,234,1088,21.51,14.63,0.85,8.12,8.97,25.1,0.11
WR,PIT,Darrius Heyward-Bey,11,233,717,32.5,21.18,0.43,8.15,8.58,35.4,0.15
RB,DET,Dwayne Washington,12,230,800,28.75,19.17,39.13,6.52,45.65,38.7,0.17
WR,SF,Chris Harper,9,229,590,38.81,25.44,0,9.17,9.17,13.3,0.06
TE,NE,AJ Derby,10,226,677,33.38,22.6,0,8.85,8.85,14,0.06
WR,SF,Aaron Burbridge,16,223,1034,21.57,13.94,0,7.17,7.17,6.8,0.03
RB,WAS,Matt Jones,7,221,471,46.92,31.57,44.8,3.62,48.42,67.3,0.3
TE,DEN,Jeff Heuerman,11,220,737,29.85,20,0,7.73,7.73,14.1,0.06
TE,CIN,Ryan Hewitt,16,220,1087,20.24,13.75,0,1.36,1.36,1.3,0.01
RB,TB,Charles Sims,7,219,440,49.77,31.29,23.29,14.61,37.9,43.9,0.2
TE,CLE,Randall Telfer,13,219,856,25.58,16.85,0,3.2,3.2,0.4,0
WR,DEN,Cody Latimer,12,217,810,26.79,18.08,0,6.91,6.91,7.6,0.04
WR,TEN,Andre Johnson,8,217,544,39.89,27.13,0,10.6,10.6,20.5,0.09
TE,NYG,Larry Donnell,13,214,874,24.49,16.46,0,10.28,10.28,13.2,0.06
WR,NYJ,Eric Decker,3,211,214,98.6,70.33,0,9.95,9.95,31.4,0.15
WR,LAR,Pharoh Cooper,10,210,621,33.82,21,0,9.52,9.52,8.6,0.04
WR,NYG,Roger Lewis,13,207,859,24.1,15.92,0,9.18,9.18,21.7,0.1
TE,NYG,Jerell Adams,13,204,866,23.56,15.69,0,10.29,10.29,18.2,0.09
