Pos,Team,Name,G,Snaps,TeamSnaps,Snap%,Per Game,RushPerc,TargetP,TouchPerc,FP,FPPerSnap
WR,PHI,Torrey Smith,16,735,1131,64.99,45.94,0.14,9.25,9.39,54.7,0.07
TE,LAR,Tyler Higbee,16,735,1041,70.61,45.94,0,6.12,6.12,35.5,0.05
TE,SEA,Jimmy Graham,16,730,1068,68.35,45.63,0,13.01,13.01,114,0.16
RB,BUF,LeSean McCoy,16,722,1055,68.44,45.13,39.75,10.66,50.42,204.6,0.28
WR,BAL,Mike Wallace,15,714,1021,69.93,47.6,0.14,12.89,13.03,99.2,0.14
WR,OAK,Amari Cooper,14,710,878,80.87,50.71,0.14,13.52,13.66,110.4,0.16
WR,PIT,Juju Smith-Schuster,14,707,945,74.81,50.5,0,11.17,11.17,133.7,0.19
TE,BAL,Benjamin Watson,16,699,1086,64.36,43.69,0,11.3,11.3,76.2,0.11
TE,BAL,Nick Boyle,15,696,1011,68.84,46.4,0,5.32,5.32,22.3,0.03
WR,NYG,Roger Lewis,15,695,1006,69.09,46.33,0,10.36,10.36,53.6,0.08
WR,SEA,Tyler Lockett,16,692,1068,64.79,43.25,1.45,10.26,11.71,73.3,0.11
WR,DAL,Terrance Williams,16,692,1068,64.79,43.25,0.29,11.13,11.42,58.3,0.08
WR,NYG,Sterling Shepard,11,688,767,89.7,62.55,0.58,12.21,12.79,85.5,0.12
WR,PIT,Martavis Bryant,15,685,1044,65.61,45.67,0.88,12.26,13.14,82.5,0.12
WR,TB,Adam Humphries,16,684,1094,62.52,42.75,0.15,12.13,12.28,67.7,0.1
WR,MIA,Devante Parker,13,678,834,81.29,52.15,0,14.16,14.16,73,0.11
WR,WAS,Jamison Crowder,15,674,954,70.65,44.93,1.04,15.28,16.32,93.4,0.14
RB,KC,Kareem Hunt,16,670,1033,64.86,41.88,40.6,9.4,50,242.2,0.36
WR,CLE,Rashard Higgins,15,664,1003,66.2,44.27,0.15,7.53,7.68,41.6,0.06
WR,CHI,Deonte Thompson,16,662,1054,62.81,41.38,0.3,10.27,10.57,67,0.1
TE,NYJ,Austin Seferian-Jenkins,13,655,865,75.72,50.38,0,11.3,11.3,51.7,0.08
WR,LAR,Robert Woods,12,651,793,82.09,54.25,0.31,13.06,13.36,107.3,0.16
WR,NO,Brandon Coleman,16,650,1039,62.56,40.63,0,5.69,5.69,50.8,0.08
RB,TEN,DeMarco Murray,15,647,959,67.47,43.13,28.44,7.26,35.7,132.5,0.2
TE,MIA,Julius Thomas,14,640,912,70.18,45.71,0,9.69,9.69,56.8,0.09
WR,DEN,Emmanuel Sanders,12,635,849,74.79,52.92,0,14.49,14.49,67.5,0.11
RB,DEN,CJ Anderson,16,617,1125,54.84,38.56,39.71,6.48,46.19,147.1,0.24
WR,NO,Ted Ginn,15,617,971,63.54,41.13,1.62,11.35,12.97,106.6,0.17
WR,WAS,Ryan Grant,16,616,1017,60.57,38.5,0,10.55,10.55,81.3,0.13
WR,IND,Donte Moncrief,12,614,779,78.82,51.17,0,7.65,7.65,51.1,0.08
WR,TB,DeSean Jackson,14,610,944,64.62,43.57,0.49,14.75,15.25,88.6,0.15
TE,TB,OJ Howard,14,608,944,64.41,43.43,0,6.41,6.41,75.2,0.12
WR,OAK,Michael Crabtree,14,603,894,67.45,43.07,0,16.75,16.75,113.8,0.19
TE,LAC,Hunter Henry,14,598,921,64.93,42.71,0,10.37,10.37,81.9,0.14
WR,CAR,Kelvin Benjamin,14,597,922,64.75,42.64,0,13.07,13.07,87.2,0.15
TE,SF,George Kittle,15,593,1043,56.86,39.53,0,10.62,10.62,63.5,0.11
WR,NE,Chris Hogan,9,591,655,90.23,65.67,0.51,9.98,10.49,75.6,0.13
WR,HOU,Bruce Ellington,11,591,796,74.25,53.73,0.51,9.64,10.15,46.7,0.08
RB,DAL,Ezekiel Elliott,10,591,691,85.53,59.1,40.95,6.43,47.38,177.2,0.3
TE,NO,Josh Hill,16,588,1039,56.59,36.75,0.17,3.74,3.91,13.7,0.02
WR,IND,Kamar Aiken,15,588,971,60.56,39.2,0,7.48,7.48,13.3,0.02
TE,TB,Cameron Brate,16,586,1094,53.56,36.63,0,13.14,13.14,95.1,0.16
WR,KC,Demarcus Robinson,16,586,1033,56.73,36.63,0,6.66,6.66,21.2,0.04
TE,CHI,Dion Sims,14,581,867,67.01,41.5,0,4.99,4.99,24,0.04
WR,CHI,Kendall Wright,16,580,990,58.59,36.25,0,15.69,15.69,67.4,0.12
RB,CHI,Jordan Howard,16,578,990,58.38,36.13,47.75,5.54,53.29,176.7,0.31
TE,BUF,Charles Clay,13,577,843,68.45,44.38,0,12.82,12.82,67.8,0.12
WR,DAL,Cole Beasley,15,576,1000,57.6,38.4,0,10.94,10.94,55.4,0.1
WR,DEN,Bennie Fowler,16,575,1125,51.11,35.94,0,9.74,9.74,53,0.09
WR,CLE,Ricardo Louis,16,572,1069,53.51,35.75,0,10.66,10.66,35.7,0.06
RB,NO,Mark Ingram,16,570,1039,54.86,35.63,40.35,12.46,52.81,220,0.39
WR,NE,Danny Amendola,15,569,1065,53.43,37.93,0,15.11,15.11,77.9,0.14
WR,LAC,Travis Benjamin,16,566,1064,53.2,35.38,2.3,11.48,13.78,90.3,0.16
RB,CLE,Duke Johnson,16,565,1069,52.85,35.31,14.51,16.46,30.97,142.1,0.25
RB,JAX,Leonard Fournette,13,564,913,61.77,43.38,47.52,8.51,56.03,194.2,0.34
TE,SF,Garrett Celek,16,562,1104,50.91,35.13,0,5.87,5.87,57.6,0.1
TE,TEN,Jonnu Smith,16,556,1024,54.3,34.75,0,5.4,5.4,27.7,0.05
RB,IND,Frank Gore,16,555,1030,53.88,34.69,47.03,6.85,53.87,144.6,0.26
TE,DET,Eric Ebron,16,552,1044,52.87,34.5,0,15.58,15.58,79.4,0.14
RB,ATL,Devonta Freeman,14,552,900,61.33,39.43,35.51,8.51,44.02,164.2,0.3
TE,DET,Darren Fells,16,550,1044,52.68,34.38,0,4.73,4.73,35.7,0.06
TE,BUF,Nick O'Leary,15,549,988,55.57,36.6,0,5.83,5.83,42.2,0.08
WR,ATL,Taylor Gabriel,16,540,1026,52.63,33.75,1.48,9.44,10.93,48.7,0.09
WR,ARI,JJ Nelson,16,539,1124,47.95,33.69,0.56,11.32,11.87,64.1,0.12
TE,NYG,Rhett Ellison,16,538,1084,49.63,33.63,0,5.95,5.95,35.5,0.07
WR,KC,Albert Wilson,13,538,847,63.52,41.38,0.56,11.71,12.27,74,0.14
WR,JAX,Allen Hurns,10,537,697,77.04,53.7,0,10.43,10.43,60.4,0.11
RB,CLE,Isaiah Crowell,16,536,1069,50.14,33.5,38.43,7.84,46.27,115.5,0.22
TE,DEN,Virgil Green,16,534,1125,47.47,33.38,0,4.12,4.12,25.1,0.05
TE,CLE,Seth DeValve,16,531,1069,49.67,33.19,0,10.92,10.92,43.5,0.08
WR,HOU,Will Fuller,10,530,666,79.58,53,0.38,9.43,9.81,85.2,0.16
RB,MIN,Jerick McKinnon,16,528,1118,47.23,33,28.6,12.88,41.48,127.1,0.24
TE,MIA,Anthony Fasano,16,519,1040,49.9,32.44,0,3.08,3.08,16.7,0.03
WR,TEN,Corey Davis,11,516,709,72.78,46.91,0,12.6,12.6,35.5,0.07
WR,BAL,Jeremy Maclin,12,512,799,64.08,42.67,0,14.06,14.06,62,0.12
WR,BUF,Jordan Matthews,10,509,653,77.95,50.9,0,7.07,7.07,32.2,0.06
RB,MIA,Jay Ajayi,14,509,961,52.97,36.36,40.86,6.68,47.54,111.1,0.22
WR,MIN,Laquon Treadwell,16,502,1118,44.9,31.38,0,6.97,6.97,20,0.04
TE,CLE,David Njoku,16,501,1069,46.87,31.31,0.2,11.98,12.18,62.7,0.13
TE,LAC,Antonio Gates,16,500,1064,46.99,31.25,0,10.4,10.4,49.6,0.1
WR,SF,Trent Taylor,15,493,1043,47.27,32.87,0,12.17,12.17,53,0.11
WR,ARI,John Brown,10,491,690,71.16,49.1,0.2,11.2,11.41,48.9,0.1
TE,KC,Demetrius Harris,16,487,1033,47.14,30.44,0,7.19,7.19,28.4,0.06
RB,CIN,Giovani Bernard,16,486,967,50.26,30.38,21.6,12.35,33.95,108.7,0.22
WR,CAR,Russell Shepard,15,482,1013,47.58,32.13,0.41,6.85,7.26,28.1,0.06
RB,MIA,Kenyan Drake,16,477,1040,45.87,29.81,27.88,10.06,37.95,110.3,0.23
TE,NE,Dwayne Allen,16,477,1141,41.81,29.81,0,4.61,4.61,14.6,0.03
WR,DET,Kenny Golladay,11,477,693,68.83,43.36,0.21,10.06,10.27,66.6,0.14
RB,DET,Theo Riddick,16,472,1044,45.21,29.5,17.8,15.04,32.84,101,0.21
TE,GB,Lance Kendricks,16,468,1047,44.7,29.25,0,7.48,7.48,26.3,0.06
RB,BAL,Javorius Allen,16,465,1086,42.82,29.06,32.9,12.9,45.81,120.1,0.26
RB,NO,Alvin Kamara,16,464,1039,44.66,29,25.86,21.77,47.63,233.4,0.5
TE,PHI,Brent Celek,16,462,1131,40.85,28.88,0,5.19,5.19,19,0.04
RB,OAK,Marshawn Lynch,15,462,948,48.73,30.8,44.81,6.71,51.52,144.3,0.31
WR,LAC,Dontrelle Inman,12,457,746,61.26,38.08,0,9.63,9.63,40.3,0.09
WR,CLE,Corey Coleman,9,450,571,78.81,50,0,12.67,12.67,42.5,0.09
WR,TB,Chris Godwin,16,449,1094,41.04,28.06,0,12.25,12.25,58.5,0.13
WR,IND,Chester Rogers,11,445,707,62.94,40.45,0.67,8.31,8.99,35.2,0.08
RB,GB,Jamaal Williams,16,443,1047,42.31,27.69,34.54,7.67,42.21,117.8,0.27
TE,HOU,Stephen Anderson,15,441,1036,42.57,29.4,0,11.79,11.79,40.2,0.09
WR,CHI,Josh Bellamy,15,438,935,46.84,29.2,0.23,10.5,10.73,44.2,0.1
WR,SF,Aldrick Robinson,16,438,1104,39.67,27.38,0,10.96,10.96,38,0.09
WR,SF,Pierre Garcon,8,433,548,79.01,54.13,0,15.47,15.47,50,0.12
WR,OAK,Cordarrelle Patterson,16,431,1013,42.55,26.94,3.02,9.74,12.76,55,0.13
WR,HOU,Braxton Miller,11,427,754,56.63,38.82,0.23,6.79,7.03,22.3,0.05
TE,ATL,Levine Toilolo,15,425,954,44.55,28.33,0,3.29,3.29,24.2,0.06
RB,ATL,Tevin Coleman,15,425,955,44.5,28.33,36.71,9.18,45.88,140.9,0.33
RB,MIN,Latavius Murray,16,421,1118,37.66,26.31,51.31,4.04,55.34,142.4,0.34
TE,NO,Michael Hoomanawanui,14,419,916,45.74,29.93,0,2.39,2.39,11.2,0.03
TE,JAX,Ben Koyack,16,418,1133,36.89,26.13,0,1.67,1.67,5.8,0.01
TE,ARI,Troy Niklas,15,417,1055,39.53,27.8,0,5.52,5.52,19.2,0.05
RB,TEN,Derrick Henry,16,411,1024,40.14,25.69,42.82,4.14,46.96,124,0.3
TE,GB,Martellus Bennett,9,411,594,69.19,45.67,0,10.71,10.71,28.6,0.07
TE,NYJ,Eric Tomlinson,14,411,919,44.72,29.36,0,2.68,2.68,18.1,0.04
RB,CAR,Jonathan Stewart,15,407,1018,39.98,27.13,48.65,3.69,52.33,109.2,0.27
RB,NE,Dion Lewis,16,404,1141,35.41,25.25,44.55,8.66,53.22,165,0.41
RB,NYJ,Bilal Powell,15,401,962,41.68,26.73,44.39,8.23,52.62,122.2,0.3
WR,DET,TJ Jones,14,400,922,43.38,28.57,0,12.25,12.25,47.9,0.12
FB,SF,Kyle Juszczyk,14,398,966,41.2,28.43,1.76,10.55,12.31,36.6,0.09
TE,MIN,David Morgan,15,395,1044,37.84,26.33,0,3.04,3.04,15.5,0.04
WR,NYG,Tavarres King,8,393,523,75.14,49.13,0.51,9.41,9.92,42.3,0.11
WR,CLE,Kenny Britt,12,392,837,46.83,32.67,0,10.97,10.97,37.6,0.1
WR,BAL,Breshad Perriman,11,387,758,51.06,35.18,0,9.04,9.04,7.7,0.02
WR,PIT,Eli Rogers,14,386,953,40.5,27.57,0,9.33,9.33,18.9,0.05
WR,JAX,Dede Westbrook,7,386,496,77.82,55.14,0,13.21,13.21,39.9,0.1
RB,CIN,Joe Mixon,14,385,858,44.87,27.5,46.23,8.83,55.06,111.3,0.29
RB,NE,James White,14,384,985,38.98,27.43,11.2,18.75,29.95,78,0.2
RB,TB,Charles Sims,16,383,1094,35.01,23.94,5.48,12.27,17.75,38.4,0.1
WR,ATL,Justin Hardy,16,383,1026,37.33,23.94,0,7.57,7.57,40.1,0.1
WR,WAS,Terrelle Pryor,9,378,587,64.4,42,0,9.79,9.79,30,0.08
RB,BAL,Alex Collins,15,378,1020,37.06,25.2,56.08,9.52,65.61,148,0.39
RB,DET,Ameer Abdullah,14,378,913,41.4,27,43.65,9.26,52.91,99.4,0.26
WR,NE,Phillip Dorsett,15,377,1080,34.91,25.13,0.27,4.77,5.04,20.1,0.05
TE,SEA,Luke Willson,16,377,1068,35.3,23.56,0,5.84,5.84,39.3,0.1
WR,DEN,Cody Latimer,11,376,777,48.39,34.18,0,8.24,8.24,42.7,0.11
WR,BAL,Chris Moore,13,375,883,42.47,28.85,0.53,10.13,10.67,41.9,0.11
TE,CAR,Greg Olsen,7,367,473,77.59,52.43,0,10.35,10.35,25.1,0.07
RB,NYJ,Matt Forte,12,363,787,46.12,30.25,28.37,12.67,41.05,83.4,0.23
RB,CHI,Tarik Cohen,16,360,990,36.36,22.5,24.17,19.72,43.89,91.64,0.25
RB,WAS,Samaje Perine,16,360,1017,35.4,22.5,48.61,6.67,55.28,86.5,0.24
RB,PHI,LeGarrette Blount,16,353,1131,31.21,22.06,49.01,2.27,51.27,99.6,0.28
TE,HOU,Ryan Griffin,7,349,506,68.97,49.86,0,7.45,7.45,23.8,0.07
RB,NE,James Develin,16,346,1141,30.32,21.63,0,2.89,2.89,3.8,0.01
WR,GB,Geronimo Allison,15,343,965,35.54,22.87,0,11.37,11.37,23.3,0.07
WR,NYJ,Chad Hansen,15,342,975,35.08,22.8,0,4.68,4.68,9.4,0.03
TE,OAK,Lee Smith,16,341,1013,33.66,21.31,0,3.23,3.23,7.6,0.02
WR,BUF,Andre Holmes,14,340,918,37.04,24.29,0,6.76,6.76,30,0.09
RB,WAS,Chris Thompson,10,338,656,51.52,33.8,18.93,15.98,34.91,114.4,0.34
TE,DEN,AJ Derby,11,337,753,44.75,30.64,0,11.87,11.87,34.4,0.1
RB,NYG,Shane Vereen,16,325,1084,29.98,20.31,13.85,16.31,30.15,39.7,0.12
RB,NYG,Wayne Gallman,13,325,903,35.99,25,34.15,14.77,48.92,70.9,0.22
TE,DEN,Jeff Heuerman,14,321,985,32.59,22.93,0,5.61,5.61,26.2,0.08
RB,NYG,Orleans Darkwa,15,315,1004,31.37,21,54.29,8.89,63.17,118.7,0.38
RB,ARI,Andre Ellington,12,315,849,37.1,26.25,6.35,18.73,25.08,48.4,0.15
TE,BAL,Maxx Williams,11,315,763,41.28,28.64,0.63,5.71,6.35,13.2,0.04
TE,CHI,Zach Miller,8,314,510,61.57,39.25,0,11.15,11.15,35.6,0.11
RB,IND,Marlon Mack,14,310,904,34.29,22.14,30,10.65,40.65,82.3,0.27
RB,SF,Matt Breida,16,310,1104,28.08,19.38,33.87,11.61,45.48,82.5,0.27
WR,CIN,Tyler Boyd,10,307,651,47.16,30.7,0,10.42,10.42,34.5,0.11
TE,GB,Richard Rodgers,15,306,979,31.26,20.4,0,6.21,6.21,22,0.07
TE,WAS,Niles Paul,14,301,879,34.24,21.5,0.66,6.64,7.31,9.8,0.03
RB,NO,Adrian Peterson,10,301,661,45.54,30.1,51.83,6.31,58.14,67.9,0.23
TE,PHI,Trey Burton,15,300,1053,28.49,20,0,10.33,10.33,56.8,0.19
TE,CLE,Randall Telfer,16,300,1069,28.06,18.75,0,1.33,1.33,3.6,0.01
RB,JAX,Chris Ivory,14,299,983,30.42,21.36,37.46,9.36,46.82,63.7,0.21
TE,LAR,Gerald Everett,16,299,1041,28.72,18.69,0.33,10.7,11.04,35.7,0.12
WR,SEA,JD McKissic,13,296,864,34.26,22.77,15.54,15.54,31.08,63.3,0.21
WR,KC,Chris Conley,5,293,328,89.33,58.6,0,5.46,5.46,17.5,0.06
RB,DEN,Devontae Booker,13,291,909,32.01,22.38,27.15,13.06,40.21,61.4,0.21
RB,TB,Doug Martin,11,289,769,37.58,26.27,47.75,6.23,53.98,67,0.23
WR,PHI,Mack Hollins,16,287,1131,25.38,17.94,0,7.67,7.67,28.6,0.1
WR,SF,Kendrick Bourne,11,283,745,37.99,25.73,0,12.01,12.01,25.7,0.09
WR,LAR,Josh Reynolds,16,281,1041,26.99,17.56,0,8.54,8.54,16.4,0.06
TE,SEA,Nick Vannett,15,278,1010,27.52,18.53,0,5.4,5.4,18.4,0.07
WR,NYJ,Jeremy Kerley,8,277,502,55.18,34.63,0,9.75,9.75,23.7,0.09
TE,DAL,James Hanna,16,275,1068,25.75,17.19,0,2.55,2.55,14.8,0.05
RB,GB,Ty Montgomery,8,274,529,51.8,34.25,25.91,11.31,37.23,68.6,0.25
FB,JAX,Tommy Bohanon,16,273,1133,24.1,17.06,1.83,4.03,5.86,22.8,0.08
TE,PIT,Vance McDonald,10,270,687,39.3,27,0,8.89,8.89,24.8,0.09
TE,NO,Coby Fleener,11,269,732,36.75,24.45,0,11.15,11.15,41.5,0.15
RB,NYJ,Elijah McGuire,16,267,1038,25.72,16.69,32.96,9.74,42.7,59.2,0.22
FB,BUF,Patrick DiMarco,16,266,1055,25.21,16.63,0.75,3.76,4.51,2.6,0.01
TE,DEN,Austin Traylor,7,265,500,53,37.86,0,4.91,4.91,10,0.04
WR,DAL,Brice Butler,13,263,864,30.44,20.23,0,9.13,9.13,49.7,0.19
WR,BAL,Michael Campanaro,13,263,879,29.92,20.23,1.9,10.27,12.17,27.5,0.1
WR,CLE,Josh Gordon,5,259,309,83.82,51.8,0,16.6,16.6,39.5,0.15
WR,NO,Willie Snead,11,259,704,36.79,23.55,0,6.18,6.18,7.2,0.03
WR,DEN,Jordan Taylor,10,258,710,36.34,25.8,0,7.75,7.75,14.2,0.06
RB,PHI,Corey Clement,16,256,1131,22.63,16,28.91,5.86,34.77,82.4,0.32
WR,MIN,Jarius Wright,16,256,1118,22.9,16,0,9.77,9.77,31.8,0.12
WR,NYG,Brandon Marshall,5,254,331,76.74,50.8,0,12.99,12.99,15.4,0.06
RB,TB,Peyton Barber,16,254,1094,23.22,15.88,42.52,7.48,50,69.7,0.27
WR,BUF,Kaelin Clay,13,254,851,29.85,19.54,1.18,7.87,9.06,9.2,0.04
WR,NYG,Travis Rudolph,7,253,457,55.36,36.14,0,8.3,8.3,10.1,0.04
WR,CIN,Josh Malone,11,249,651,38.25,22.64,0.8,6.83,7.63,12.5,0.05
WR,TEN,Taywan Taylor,16,246,1024,24.02,15.38,3.25,11.38,14.63,33.4,0.14
WR,CHI,Daniel Brown,14,242,857,28.24,17.29,0,8.26,8.26,12.9,0.05
TE,IND,Brandon Williams,11,241,722,33.38,21.91,0,7.05,7.05,12.1,0.05
RB,ARI,Kerwynn Williams,16,241,1124,21.44,15.06,49.79,6.22,56.02,57.9,0.24
TE,JAX,James O'Shaughnessy,16,239,1133,21.09,14.94,0,10.04,10.04,20.9,0.09
TE,CHI,Adam Shaheen,13,239,801,29.84,18.38,0,5.86,5.86,30.7,0.13
RB,GB,Aaron Jones,12,236,775,30.45,19.67,34.32,7.63,41.95,71,0.3
WR,LAC,Mike Williams,10,234,669,34.98,23.4,0,9.83,9.83,9.5,0.04
WR,CHI,Tre McBride,8,234,488,47.95,29.25,0,6.41,6.41,14.4,0.06
TE,WAS,Jordan Reed,6,233,381,61.15,38.83,0,15.02,15.02,33.1,0.14
WR,NYJ,Ardarius Stewart,15,231,977,23.64,15.4,3.03,5.63,8.66,10.9,0.05
RB,DAL,Rod Smith,15,230,1000,23,15.33,23.91,10,33.91,73.4,0.32
TE,HOU,CJ Fiedorowicz,5,230,369,62.33,46,0,10,10,12.7,0.06
RB,JAX,TJ Yeldon,10,230,728,31.59,23,21.3,17.83,39.13,57.7,0.25
WR,OAK,Johnny Holton,16,230,1013,22.7,14.38,0,7.83,7.83,35.8,0.16
WR,LAR,Tavon Austin,16,228,1041,21.9,14.25,25.44,10.09,35.53,30.6,0.13
FB,ATL,Derrick Coleman,16,227,1026,22.12,14.19,0.88,3.08,3.96,2.8,0.01
WR,SF,Louis Murphy,7,227,482,47.1,32.43,0,7.49,7.49,18.1,0.08
WR,CAR,Curtis Samuel,9,226,621,36.39,25.11,1.77,11.5,13.27,17.9,0.08
RB,KC,Charcandrick West,13,224,858,26.11,17.23,8.04,15.18,23.21,46.2,0.21
RB,OAK,Deandre Washington,15,223,957,23.3,14.87,25.56,20.18,45.74,51,0.23
TE,DET,Michael Roberts,15,221,986,22.41,14.73,0,3.17,3.17,4.6,0.02
RB,SEA,Thomas Rawls,12,219,820,26.71,18.25,26.48,5.94,32.42,23.1,0.11
TE,LAC,Sean McGrath,15,219,1005,21.79,14.6,0,1.83,1.83,4.6,0.02
RB,OAK,Jalen Richard,16,219,1013,21.62,13.69,25.57,16.44,42.01,59.1,0.27
WR,SEA,Tanner McEvoy,15,215,1010,21.29,14.33,0,4.65,4.65,7.3,0.03
TE,CIN,CJ Uzomah,14,213,842,25.3,15.21,0,7.04,7.04,15.2,0.07
