Pos,Team,Name,G,Snaps,TeamSnaps,Snap%,Per Game,RushPerc,TargetP,TouchPerc,FP,FPPerSnap
RB,BUF,Fred Jackson,16,663,1161,57.11,41.44,31.22,9.8,41.03,187.1,0.28
RB,JAX,Maurice Jones-Drew,15,647,982,65.89,43.13,36.17,9.27,45.44,144.02,0.22
WR,MIN,Jerome Simpson,16,643,1041,61.77,40.19,0,15.55,15.55,78.6,0.12
WR,PIT,Jerricho Cotchery,16,636,1052,60.46,39.75,0.16,11.95,12.11,119.7,0.19
TE,BAL,Ed Dickson,16,629,1136,55.37,39.31,0,6.84,6.84,33.3,0.05
RB,MIA,Lamar Miller,16,623,1027,60.66,38.94,28.41,5.62,34.03,97.9,0.16
RB,NYJ,Bilal Powell,16,618,1051,58.8,38.63,28.48,9.22,37.7,104.1,0.17
RB,CIN,Giovani Bernard,16,613,1132,54.15,38.31,27.73,11.58,39.31,166.9,0.27
RB,DET,Reggie Bush,14,611,1007,60.68,43.64,36.5,13.09,49.59,185.2,0.3
TE,KC,Sean McGrath,16,610,1079,56.53,38.13,0,6.56,6.56,42.2,0.07
TE,TB,Tim Wright,16,608,1036,58.69,38,0.16,12.5,12.66,87.3,0.14
WR,ARI,Andre Roberts,16,605,1084,55.81,37.81,0,12.56,12.56,59.1,0.1
RB,WAS,Alfred Morris,16,604,1144,52.8,37.75,45.7,1.99,47.68,169.3,0.28
WR,IND,Darrius Heyward-Bey,16,603,1070,56.36,37.69,0.5,10.61,11.11,39.5,0.07
WR,JAX,Ace Sanders,15,601,996,60.34,40.07,0.33,14.48,14.81,59.64,0.1
FB,CAR,Mike Tolbert,16,599,1029,58.21,37.44,16.86,5.51,22.37,96.5,0.16
WR,NYJ,Stephen Hill,12,594,782,75.96,49.5,0,9.93,9.93,38.2,0.06
RB,CLE,Trent Richardson,16,593,1083,54.76,37.06,31.7,8.77,40.47,109.9,0.19
TE,OAK,Mychal Rivera,16,592,1036,57.14,37,0,10.14,10.14,64.7,0.11
WR,OAK,Denarius Moore,13,590,854,69.09,45.38,0,14.58,14.58,99.5,0.17
TE,JAX,Marcedes Lewis,11,582,721,80.72,52.91,0,8.08,8.08,57.9,0.1
WR,KC,Dexter McCluster,15,581,1025,56.68,38.73,1.38,14.29,15.66,63.6,0.11
WR,LAR,Austin Pettis,16,579,1004,57.67,36.19,0,10.88,10.88,63.9,0.11
WR,NYG,Rueben Randle,16,578,1026,56.34,36.13,0,13.49,13.49,95.1,0.16
WR,JAX,Mike Brown,11,577,740,77.97,52.45,0,9.71,9.71,54.6,0.09
TE,LAR,Lance Kendricks,15,576,949,60.7,38.4,0,7.99,7.99,49.8,0.09
WR,NE,Kenbrell Thompkins,12,575,891,64.53,47.92,0,12,12,70.6,0.12
WR,NE,Danny Amendola,12,571,917,62.27,47.58,0.18,14.54,14.71,75.4,0.13
WR,NYJ,David Nelson,12,569,762,74.67,47.42,0,10.54,10.54,54.3,0.1
WR,NYJ,Jeremy Kerley,12,567,810,70,47.25,0.71,12.7,13.4,71.4,0.13
RB,LAR,Zac Stacy,14,566,858,65.97,40.43,44.17,6.18,50.35,157.4,0.28
RB,NO,Pierre Thomas,16,564,1127,50.04,35.25,26.06,14.89,40.96,134.2,0.24
WR,TB,Tiquan Underwood,12,563,770,73.12,46.92,0,8.17,8.17,68,0.12
RB,DET,Joique Bell,16,554,1135,48.81,34.63,29.96,12.45,42.42,163.7,0.3
WR,WAS,Santana Moss,16,551,1144,48.16,34.44,0.54,14.34,14.88,55.7,0.1
WR,BAL,Jacoby Jones,12,549,859,63.91,45.75,0.36,12.2,12.57,57.5,0.1
RB,OAK,Rashad Jennings,15,548,967,56.67,36.53,29.74,8.58,38.32,138.5,0.25
WR,NE,Aaron Dobson,12,547,873,62.66,45.58,0,13.16,13.16,75.9,0.14
WR,CIN,Marvin Jones,16,542,1132,47.88,33.88,1.48,14.76,16.24,137.7,0.25
WR,CHI,Earl Bennett,15,541,1007,53.72,36.07,0,7.95,7.95,50.3,0.09
TE,OAK,Jeron Mastrud,16,538,1036,51.93,33.63,0,2.42,2.42,8.8,0.02
WR,CLE,Davone Bess,14,534,975,54.77,38.14,0,16.1,16.1,48.2,0.09
RB,WAS,Roy Helu,16,527,1144,46.07,32.94,11.76,7.97,19.73,76.5,0.15
TE,CLE,Gary Barnidge,16,527,1106,47.65,32.94,0,3.42,3.42,24.7,0.05
WR,DAL,Miles Austin,11,524,713,73.49,47.64,0,9.35,9.35,24.4,0.05
RB,CLE,Chris Ogbonnaya,16,521,1106,47.11,32.56,9.21,14.4,23.61,66.2,0.13
TE,ARI,Rob Housler,13,520,874,59.5,40,0,10.96,10.96,51.4,0.1
WR,MIA,Rishard Matthews,16,520,1027,50.63,32.5,0,12.88,12.88,56.8,0.11
FB,SF,Bruce Miller,14,519,875,59.31,37.07,1.35,6.94,8.29,25.6,0.05
FB,OAK,Marcel Reece,16,505,1036,48.75,31.56,9.11,10.69,19.8,79.78,0.16
TE,KC,Anthony Fasano,9,503,599,83.97,55.89,0,6.56,6.56,38,0.08
WR,DET,Nate Burleson,9,502,634,79.18,55.78,0.4,10.96,11.35,51.3,0.1
WR,CAR,Ted Ginn,16,502,1029,48.79,31.38,0.8,13.55,14.34,88.5,0.18
WR,NYJ,Santonio Holmes,11,500,728,68.68,45.45,0,11.8,11.8,51.6,0.1
TE,MIN,John Carlson,13,497,859,57.86,38.23,0,9.66,9.66,38.4,0.08
TE,NO,Benjamin Watson,15,497,1058,46.98,33.13,0,6.04,6.04,34.6,0.07
RB,SD,Danny Woodhead,16,491,1110,44.23,30.69,21.59,17.72,39.31,147.4,0.3
RB,HOU,Ben Tate,14,481,995,48.34,34.36,37.63,10.19,47.82,111.1,0.23
TE,SF,Vance McDonald,15,480,917,52.34,32,0,3.96,3.96,11.9,0.02
RB,SD,Ryan Mathews,16,471,1110,42.43,29.44,60.51,7.01,67.52,184.4,0.39
RB,CAR,DeAngelo Williams,15,470,965,48.7,31.33,42.77,7.66,50.43,137.6,0.29
WR,SEA,Jermaine Kearse,15,470,947,49.63,31.33,0,8.09,8.09,56.6,0.12
RB,CIN,BenJarvus Green-Ellis,16,464,1132,40.99,29,47.41,1.72,49.14,115.8,0.25
RB,ARI,Rashard Mendenhall,15,459,1030,44.56,30.6,47.28,4.58,51.85,126.1,0.27
TE,PHI,Zach Ertz,16,450,1103,40.8,28.13,0,12.44,12.44,70.9,0.16
FB,NO,Jed Collins,16,442,1127,39.22,27.63,3.39,4.07,7.47,15.9,0.04
WR,NO,Lance Moore,13,441,929,47.47,33.92,0,12.24,12.24,55.7,0.13
WR,MIN,Cordarrelle Patterson,16,436,1041,41.88,27.25,2.75,17.66,20.41,104.7,0.24
RB,ATL,Jacquizz Rodgers,15,435,1006,43.24,29,22.3,14.25,36.55,89.4,0.21
TE,BUF,Lee Smith,16,428,1161,36.86,26.75,0,2.1,2.1,7.8,0.02
WR,IND,Reggie Wayne,7,428,463,92.44,61.14,0.23,13.55,13.79,64.8,0.15
TE,MIN,Kyle Rudolph,8,424,500,84.8,53,0,10.85,10.85,49.3,0.12
WR,LAR,Tavon Austin,13,422,836,50.48,32.46,2.13,16.35,18.48,84.9,0.2
TE,TEN,Craig Stevens,15,418,1000,41.8,27.87,0,1.44,1.44,0.5,0
RB,ATL,Steven Jackson,12,417,808,51.61,34.75,37.41,11.75,49.16,115.3,0.28
WR,MIN,Jarius Wright,16,417,1041,40.06,26.06,0,10.31,10.31,61.4,0.15
WR,WAS,Aldrick Robinson,16,407,1144,35.58,25.44,0.74,11.3,12.04,48.1,0.12
RB,ARI,Andre Ellington,15,405,1013,39.98,27,29.14,14.07,43.21,126.3,0.31
TE,SEA,Luke Willson,16,404,1012,39.92,25.25,0,6.93,6.93,33.2,0.08
WR,ATL,Darius Johnson,10,401,662,60.57,40.1,0,10.72,10.72,25,0.06
RB,BAL,Bernard Pierce,16,398,1136,35.04,24.88,38.19,6.28,44.47,66,0.17
WR,WAS,Leonard Hankerson,10,389,739,52.64,38.9,0,12.85,12.85,55.5,0.14
WR,NO,Robert Meachem,15,389,1058,36.77,25.93,0.51,7.71,8.23,44.3,0.11
RB,BUF,CJ Spiller,15,389,1090,35.69,25.93,51.67,10.54,62.21,122.4,0.31
FB,KC,Anthony Sherman,16,386,1079,35.77,24.13,0.52,6.22,6.74,19.8,0.05
WR,TB,Kevin Ogletree,16,386,1129,34.19,24.13,0,11.66,11.66,38.9,0.1
WR,WAS,Josh Morgan,14,385,987,39.01,27.5,0.52,8.57,9.09,22.7,0.06
FB,TB,Erik Lorig,15,383,974,39.32,25.53,0,3.66,3.66,4.7,0.01
TE,NE,Rob Gronkowski,7,383,529,72.4,54.71,0,17.23,17.23,83.2,0.22
WR,OAK,Andre Holmes,10,380,637,59.65,38,0,13.68,13.68,49.1,0.13
TE,WAS,Jordan Reed,9,379,673,56.32,42.11,0.26,15.57,15.83,69.7,0.18
RB,IND,Donald Brown,16,373,1070,34.86,23.31,27.35,9.38,36.73,123.1,0.33
WR,HOU,Keshawn Martin,16,373,1121,33.27,23.31,0,10.72,10.72,35.3,0.09
FB,NYJ,Tommy Bohanon,16,371,1051,35.3,23.19,4.58,4.31,8.89,13.1,0.04
TE,SD,Ladarius Green,16,364,1110,32.79,22.75,0,7.97,7.97,55.6,0.15
WR,TB,Mike Williams,6,363,419,86.63,60.5,0,11.02,11.02,33.6,0.09
TE,HOU,Ryan Griffin,15,362,1048,34.54,24.13,0,7.73,7.73,30.4,0.08
RB,NYG,Andre Brown,8,360,497,72.43,45,38.61,8.06,46.67,73.5,0.2
TE,JAX,Clay Harbor,16,358,1057,33.87,22.38,0,9.78,9.78,39.2,0.11
TE,LAR,Cory Harkey,15,357,937,38.1,23.8,0,5.04,5.04,23.3,0.07
RB,NO,Darren Sproles,15,357,1067,33.46,23.8,14.85,24.93,39.78,102.4,0.29
WR,LAR,Brian Quick,16,353,1004,35.16,22.06,0,9.92,9.92,42.2,0.12
TE,HOU,Owen Daniels,5,352,389,90.49,70.4,0,11.65,11.65,43.2,0.12
RB,MIA,Daniel Thomas,15,348,945,36.83,23.2,31.32,4.89,36.21,82.9,0.24
WR,ATL,Drew Davis,16,341,1077,31.66,21.31,0,4.99,4.99,33.6,0.1
RB,OAK,Darren McFadden,10,336,649,51.77,33.6,33.93,7.44,41.37,81.34,0.24
WR,TEN,Justin Hunter,14,335,922,36.33,23.93,0,12.54,12.54,59.4,0.18
TE,NYG,Bear Pascoe,16,334,1026,32.55,20.88,0.3,5.99,6.29,8.3,0.02
RB,NE,Stevan Ridley,14,333,1064,31.3,23.79,53.45,3.6,57.06,117.5,0.35
WR,GB,Randall Cobb,6,333,428,77.8,55.5,1.2,14.11,15.32,75.1,0.23
TE,NYJ,Kellen Winslow,12,333,774,43.02,27.75,0,14.11,14.11,50.8,0.15
RB,NYJ,Chris Ivory,15,331,986,33.57,22.07,54.98,2.11,57.1,102.3,0.31
WR,SEA,Sidney Rice,8,330,518,63.71,41.25,0,10.61,10.61,39.1,0.12
FB,HOU,Greg Jones,16,329,1121,29.35,20.56,0.61,3.34,3.95,3.6,0.01
FB,IND,Stanley Havili,13,328,875,37.49,25.23,2.13,6.4,8.54,19.5,0.06
RB,CLE,Bobby Rainey,16,327,1036,31.56,20.44,45.87,5.81,51.68,95.2,0.29
RB,HOU,Arian Foster,8,327,589,55.52,40.88,37,10.7,47.71,86.5,0.26
RB,NE,James Develin,16,322,1197,26.9,20.13,1.24,1.24,2.48,13.2,0.04
FB,GB,John Kuhn,15,322,1041,30.93,21.47,3.11,5.9,9.01,15.9,0.05
TE,DEN,Virgil Green,16,319,1207,26.43,19.94,0,3.76,3.76,4.5,0.01
TE,CAR,Ben Hartsock,13,318,837,37.99,24.46,0,0,0,0,0
WR,SF,Kyle Williams,10,317,628,50.48,31.7,0.63,8.52,9.15,13.6,0.04
TE,BAL,Dallas Clark,12,316,844,37.44,26.33,0,16.46,16.46,52.3,0.17
WR,BUF,Marquise Goodwin,12,313,839,37.31,26.08,0.96,10.22,11.18,45.6,0.15
WR,KC,Junior Hemingway,16,312,1079,28.92,19.5,0,6.09,6.09,22.5,0.07
RB,DEN,Montee Ball,16,312,1207,25.85,19.5,38.46,8.65,47.12,88.6,0.28
FB,JAX,Will Ta'ufo'ou,16,311,1057,29.42,19.44,0.32,4.82,5.14,4.1,0.01
TE,DAL,James Hanna,16,311,997,31.19,19.44,0,4.82,4.82,7.3,0.02
TE,DET,Joseph Fauria,16,306,1135,26.96,19.13,0,9.8,9.8,64.7,0.21
RB,TB,Doug Martin,6,304,421,72.21,50.67,41.78,7.89,49.67,56.2,0.18
WR,ARI,Kerry Taylor,10,303,662,45.77,30.3,0,11.22,11.22,28.9,0.1
WR,BAL,Tandon Doss,15,302,1047,28.84,20.13,0,11.92,11.92,28.5,0.09
FB,MIN,Jerome Felton,13,301,843,35.71,23.15,0,2.66,2.66,3.7,0.01
WR,TEN,Kenny Britt,12,299,818,36.55,24.92,0,11.71,11.71,9.6,0.03
WR,ATL,Julio Jones,5,296,343,86.3,59.2,0.34,19.93,20.27,68.7,0.23
TE,MIN,Rhett Ellison,11,294,741,39.68,26.73,0,3.4,3.4,12.1,0.04
RB,NE,Shane Vereen,8,294,625,47.04,36.75,14.97,23.47,38.44,87.5,0.3
RB,TB,Brian Leonard,16,291,1036,28.09,18.19,16.15,12.71,28.87,36.1,0.12
TE,NE,Matthew Mulligan,15,290,1106,26.22,19.33,0,1.03,1.03,7.6,0.03
RB,NE,LeGarrette Blount,16,286,1197,23.89,17.88,53.5,1.75,55.24,119,0.42
TE,MIA,Dion Sims,15,279,964,28.94,18.6,0,3.58,3.58,9.2,0.03
WR,OAK,Jacoby Ford,14,278,917,30.32,19.86,1.8,8.63,10.43,9.4,0.03
WR,IND,Griff Whalen,9,271,621,43.64,30.11,0,14.76,14.76,37.9,0.14
TE,TEN,Taylor Thompson,16,271,1075,25.21,16.94,0,2.58,2.58,7.3,0.03
RB,NE,Brandon Bolden,12,269,886,30.36,22.42,20.45,10.78,31.23,60.3,0.22
RB,CLE,Willis McGahee,12,264,842,31.35,22,52.27,4.17,56.44,49.7,0.19
RB,JAX,Jordan Todman,16,264,1057,24.98,16.5,28.79,9.85,38.64,55.2,0.21
TE,DEN,Jacob Tamme,16,264,1207,21.87,16.5,0,9.47,9.47,24.4,0.09
WR,TB,Chris Owusu,9,263,565,46.55,29.22,0,7.6,7.6,11.4,0.04
WR,DEN,Andre Caldwell,16,260,1207,21.54,16.25,0.38,11.15,11.54,38.7,0.15
TE,CIN,Alex Smith,16,252,1132,22.26,15.75,0,2.38,2.38,7.2,0.03
WR,MIA,Brandon Gibson,7,252,453,55.63,36,0,17.06,17.06,50.6,0.2
TE,GB,Jermichael Finley,6,252,421,59.86,42,0,13.49,13.49,48,0.19
WR,JAX,Justin Blackmon,4,247,266,92.86,61.75,0.4,19.43,19.84,47.4,0.19
WR,HOU,DeVier Posey,13,244,904,26.99,18.77,0,10.25,10.25,15.5,0.06
WR,DAL,Cole Beasley,14,242,856,28.27,17.29,0,22.31,22.31,48.8,0.2
FB,NYG,John Conner,13,241,835,28.86,18.54,0,4.56,4.56,3.1,0.01
TE,WAS,Fred Davis,10,238,685,34.74,23.8,0,7.56,7.56,13,0.05
TE,SD,John Phillips,15,238,1037,22.95,15.87,0,2.52,2.52,3,0.01
WR,SF,Michael Crabtree,5,237,325,72.92,47.4,0,13.92,13.92,34.4,0.15
WR,IND,LaVon Brazill,10,236,659,35.81,23.6,0,11.44,11.44,28.1,0.12
RB,SEA,Robert Turbin,16,231,1012,22.83,14.44,33.33,5.19,38.53,30.4,0.13
WR,TEN,Damian Williams,10,231,659,35.05,23.1,0,9.96,9.96,15.8,0.07
FB,WAS,Darrel Young,13,227,948,23.95,17.46,5.29,3.96,9.25,35.2,0.16
RB,ATL,Jason Snelling,14,226,923,24.49,16.14,19.47,15.04,34.51,62,0.27
FB,BUF,Frank Summers,15,225,1094,20.57,15,5.33,3.56,8.89,24.5,0.11
FB,BAL,Vonta Leach,16,224,1136,19.72,14,4.91,8.93,13.84,13,0.06
TE,MIA,Michael Egnew,15,222,973,22.82,14.8,0,4.95,4.95,6.9,0.03
FB,CHI,Tony Fiammetta,16,220,1057,20.81,13.75,0,2.27,2.27,5.7,0.03
RB,GB,James Starks,13,220,916,24.02,16.92,40.45,5.91,46.36,82.2,0.37
WR,NYG,Jerrel Jernigan,15,216,971,22.25,14.4,0.93,20.37,21.3,54.6,0.25
TE,TB,Tom Crabtree,7,214,480,44.58,30.57,0,3.27,3.27,8.1,0.04
TE,JAX,Allen Reisner,5,214,320,66.88,42.8,0,4.21,4.21,4,0.02
WR,OAK,Brice Butler,10,210,630,33.33,21,0,8.1,8.1,10.3,0.05
WR,IND,Da'Rick Rogers,5,205,340,60.29,41,0.49,11.22,11.71,31.2,0.15
RB,TB,Peyton Hillis,7,202,446,45.29,28.86,36.14,10.4,46.53,44.3,0.22
RB,LAR,Daryl Richardson,7,201,463,43.41,28.71,34.33,8.96,43.28,33.6,0.17
FB,CAR,Richie Brockel,16,197,1029,19.14,12.31,0.51,0.51,1.02,-0.7,0
TE,DAL,Gavin Escobar,16,197,997,19.76,12.31,0,7.61,7.61,25.4,0.13
RB,MIN,Toby Gerhart,14,196,908,21.59,14,18.37,9.69,28.06,47.1,0.24
WR,NO,Nick Toon,8,196,564,34.75,24.5,0,6.12,6.12,6.8,0.03
WR,BUF,Chris Hogan,16,196,1161,16.88,12.25,0,8.67,8.67,8.3,0.04
RB,PHI,Bryce Brown,16,194,1103,17.59,12.13,38.66,6.7,45.36,53.8,0.28
WR,KC,AJ Jenkins,16,192,1079,17.79,12,1.04,8.85,9.9,13.6,0.07
TE,IND,Jack Doyle,14,192,943,20.36,13.71,0,3.65,3.65,1.9,0.01
FB,ATL,Patrick DiMarco,14,192,957,20.06,13.71,0,5.21,5.21,4.9,0.03
RB,SF,Kendall Hunter,16,190,991,19.17,11.88,41.05,2.11,43.16,53.1,0.28
TE,NE,Zach Sudfeld,14,189,947,19.96,13.5,0,5.29,5.29,6.3,0.03
WR,DET,Ryan Broyles,6,188,433,43.42,31.33,0,7.45,7.45,8.5,0.05
TE,PIT,David Paulson,16,188,1052,17.87,11.75,0,5.32,5.32,8.2,0.04
